,Unnamed: 0,name,ranked,fw,fd,mw,md
289,289,통합시대,7,,"804,090USD ",,"22,580USD "
290,290,컨트리송,8,,"456,410USD ",,0
291,291,인디언서머,9,,"493,755USD ",,800USD 
292,292,럭셔리파워,10,,"568,629,000JPY ","213,750,000원", 
293,293,달리는에이스,11,,"568,086USD ","145,591,000원", 
294,294,러브레이스,1,,"1,732,000USD ",,0
295,295,뉴패러다임,2,,"205,617USD ","59,327,000원", 
296,296,속보옹주,3,,"568,086USD ",,"101,898USD "
297,297,프리마니케,4,,"928,000USD ",,"72,611USD "
298,298,세라여제,5,,"695,299USD ",,"22,108AUD "
299,299,그린파크,6,,"1,503,825USD ",,"14,496,000JPY "
300,300,올마이퀸,7,,"491,312USD ",,"12,003USD "
301,301,아워사이먼,8,,"274,382USD ",,"20,800AUD "
302,302,플라잉주노,9,,"568,629,000JPY ",,"18,500AUD "
303,303,베스트넘버원,10,,"568,086USD ","91,962,000원", 
304,304,화이트벨벳,1,,"1,810,805USD ",,"61,020USD "
305,305,새내빅토리,2,,"51,475USD ",,0
306,306,골드페릴라,3,,"804,090USD ","68,944,000원", 
307,307,머니샤프,4,,"456,410USD ",,0
308,308,우승마차,5,,"371,623,500JPY ","80,767,000원", 
309,309,대호천하,6,,"3,084,278USD ","99,328,000원", 
310,310,파인애플마크,7,,"1,570,380USD ",0원, 
311,311,킹오브룰즈,8,,"3,084,278USD ","306,052,000원", 
312,312,스마트파티,9,,"500,435USD ",,"216,734USD "
313,313,승리라이크,10,,"210,553USD ",,0GBP 
314,314,카이젠실버,11,,"617,310USD ",,0
315,315,포에버위너,1,,"835,142USD ","248,896,000원", 
316,316,로열프린스,2,,"1,732,000USD ",,0AUD 
317,317,골든스텝,3,,"70,961,000JPY ",,"327,311USD "
318,318,여걸비전,4,,"494,895,000JPY ","287,612,000원", 
319,319,토함산파워,5,,"163,133USD ","132,010,000원", 
320,320,해가람,6,,"1,283,145USD ","40,606,000원", 
321,321,세라칸,7,,"568,086USD ","155,619,000원", 
322,322,음악대장,8,,"133,833USD ","121,222,000원", 
323,323,헤네시댄서,9,,"1,610,604USD ",,220USD 
324,324,사려니선더,10,,"456,410USD ","42,637,000원", 
325,325,블랙윈드,11,,"339,984USD ",,0
326,326,블랙뮤직,12,,"835,142USD ","210,222,000원", 
327,327,강화총각,1,,"3,084,278USD ","163,259,200원",0
328,328,슈퍼라이트닝,2,,"1,889,766USD ",,"73,425USD "
329,329,원더풀마리아,3,,"416,475,000JPY ",,0
330,330,굿초이스,4,,"416,475,000JPY ",,"11,072USD "
331,331,내가끝판왕,5,,"568,086USD ","167,200,000원", 
332,332,루미네스,6,"470,582,000원", ,"96,601,000원", 
333,333,운주영웅,7,,"2,580,402USD ",,"46,600USD "
334,334,맹산히어로,8,,"601,560USD ",,"12,880USD "
335,335,마이티쿨,9,,"568,086USD ",,0
336,336,과천히어로,10,"728,298,000원", ,"116,542,000원", 
337,337,월드스페셜,11,,"4,471,322USD ",,"1,037USD "
338,338,금성황제,1,,"210,553USD ",,0USD 
339,339,이글스카이,2,,"396,254USD ","101,758,000원", 
340,340,리빙스턴,3,"579,356,000원", ,, 
341,341,파이널스톰,4,"451,805,000원", ,,"8,100USD "
342,342,카일룸여제,5,,"568,629,000JPY ","97,562,000원", 
343,343,금아클리프,6,,"971,269USD ",,"8,200AUD "
344,344,대천히어로,7,,"114,300USD ",,"137,366USD "
346,346,말리부진저,1,,"33,840USD ",,"99,679USD "
347,347,골든다이얼,2,,"941,936USD ",,"70,613USD "
348,348,대군의길,3,,"562,000USD ",,"73,684USD "
349,349,빅갈랜드,4,,"710,480USD ",,0AUD 
350,350,서울시대,5,,"492,910USD ",,"33,083USD "
351,351,케미블루,6,,"1,779,012USD ",,"23,200USD "
352,352,티아고터치,7,,"2,358,270USD ",,0
353,353,콜윈,8,,"633,076USD ",,"6,000USD "
354,354,청담타이거,9,,"831,335USD ",,"108,960USD "
355,355,맨해튼뮤직,10,,"6,169,800USD ",,365USD 
356,356,스피드보스,11,,"831,800USD ",,"2,762USD "
357,357,위즈레이나,12,,"1,284,949USD ",,"124,866USD "
358,358,킹메신저,1,,"480,001USD ",0원, 
359,359,남손,2,,"4,156,389USD ","85,842,000원", 
360,360,햇빛나,3,,"185,417USD ","157,894,000원", 
361,361,베스트힐,4,,"51,475USD ",,"1,700AUD "
362,362,룰오브섬,5,,"1,610,604USD ","122,439,000원", 
363,363,산토스,6,,"1,570,380USD ","115,231,000원", 
364,364,파이어볼,7,,"568,086USD ",,"1,033USD "
365,365,스마트드림,8,,"339,984USD ","135,025,000원", 
366,366,파인챔프,9,,"804,090USD ",,0
367,367,골드시나,10,,"315,015USD ","177,532,000원", 
368,368,올오브미,11,"414,605,000원",0,,"272,457USD "
369,369,동작,12,,"1,810,805USD ",,"176,400USD "
370,370,가나도라,1,,"928,000USD ",,"138,998USD "
371,371,금아킹덤,2,,"8,387,500USD ",,"17,700USD "
372,372,엘리트퀸,3,"1,225,505,000원", ,"210,222,000원", 
373,373,영스톰,4,,"315,015USD ","151,850,000원", 
374,374,피오레,5,,"3,545,062USD ",,"10,420USD "
375,375,호크아이즈,6,,"1,610,604USD ",,0
376,376,인키타투스,7,,"339,984USD ",,"54,150USD "
377,377,엠제이로드,8,"1,225,505,000원", ,"113,588,000원", 
378,378,말라카스,9,,"1,732,000USD ","423,095,000원", 
379,379,브레이브업,10,,"3,545,062USD ",,"71,118EUR "
380,380,로열복순이,11,,"1,570,380USD ",,"3,498USD "
381,381,하이유레카,12,,"185,417USD ","21,762,000원", 
382,382,천행,1,,"698,574USD ",,"11,670USD "
383,383,동방의기억,2,,"937,200AUD ",,0
384,384,삼성동행,3,,"623,000USD ",,"45,723USD "
385,385,적벽신화,4,,"500,435USD ",,"32,776USD "
386,386,추카추카,5,,"872,610USD ",,"99,995USD "
387,387,해오라비,6,,"597,080USD ",,"39,586USD "
388,388,신기파랑,7,,"1,159,193USD ",,"55,720USD "
389,389,황금들판,8,,"225,941USD ",, 
390,390,엠파이어킹덤,9,,"1,304,800USD ",,"64,278USD "
391,391,정상천마,10,,"1,037,810USD ",,0
392,392,라이언록,1,,"1,503,825USD ",,0USD 
393,393,하바나찰리,2,,"251,090USD ",,"23,330USD "
394,394,스마트파크,3,,"903,685USD ",,"108,780USD "
395,395,스피드조이,4,,"439,250USD ",,290USD 
396,396,굿헤니,5,,"1,124,820USD ",,"171,091USD "
397,397,뉴파트너,6,,"480,001USD ","34,927,000원", 
398,398,코리아정상,7,,"1,319,481USD ",,"34,917USD "
399,399,칼리오페,8,,"617,310USD ",,"242,086USD "
400,400,프로마테우스,9,,"310,542USD ",,0
401,401,큐피드플라워,10,,"3,545,062USD ","112,984,000원", 
402,402,컨저버티브,11,,"804,090USD ",,0
403,403,노벰버모닝,12,,"742,640USD ",,"31,444USD "
404,404,갈잎,1,,"1,083,533USD ",,0USD 
405,405,풀문오션,2,,"1,083,533USD ","13,617,000원", 
406,406,아임해피,3,,"371,623,500JPY ",,800USD 
407,407,상감청자,4,,"3,084,278USD ",,"119,723USD "
408,408,천하여제,5,,"172,705,000JPY ",,0
409,409,스터닝어게인,6,,"4,374,590USD ",,"222,769USD "
410,410,유롱플라잉,7,,"51,475USD ",,"94,885USD "
411,411,크레이지퀸,8,,"274,382USD ",,0
412,412,비엔토퍼스트,9,"728,298,000원", ,"135,040,000원",0
413,413,원더풀브라보,10,,"249,760USD ","23,766,000원", 
414,414,럭키마이더스,11,,"205,617USD ","115,419,000원", 
415,415,미스터터너,1,,"742,640USD ",,"87,822USD "
416,416,에버더챔프,2,,"221,265USD ",,"218,237USD "
417,417,이글스그리프터,3,,"1,319,481USD ",,"136,041USD "
418,418,스칸다,4,,"941,936USD ",,"4,200USD "
419,419,런위드골드,5,,"224,684USD ",,"57,070USD "
420,420,관악함성,6,,"2,221,630USD ",,"36,328USD "
421,421,리틀보이플래시,7,,"405,730USD ",,"18,265USD "
422,422,투게더허그,8,,"1,779,012USD ",,"4,217USD "
423,423,올포비투비,9,,"1,936,000USD ",,"75,516USD "
424,424,바람킹,1,,"315,015USD ","246,497,000원", 
425,425,페더라이트,2,,"205,617USD ","186,043,000원", 
426,426,더블골드,3,,"480,001USD ","192,055,000원", 
427,427,블랙징가,4,,"85,630,000JPY ","27,055,000원", 
428,428,상비군,5,,"315,015USD ",,"92,814USD "
429,429,로열탱크,6,,"3,187,232USD ",,"79,652USD "
430,430,창성강자,7,,"3,545,062USD ",,"45,835USD "
431,431,영웅불패,8,,"1,267,273USD ",,"47,249USD "
432,432,선키스드,9,,"493,755USD ",,"18,426USD "
433,433,골드스타힐스,10,,"107,515USD ","15,449,000원",0
434,434,급행마,1,,"1,810,805USD ",,"39,894CAD "
435,435,슬링스톤,2,,"163,133USD ","183,655,000원", 
436,436,최고비상,3,,"617,310USD ",,"31,420,000JPY "
437,437,라온돌풍,4,,"12,891,734USD ",,"417,736USD "
438,438,골드스탁,5,,"3,084,278USD ","166,656,000원", 
439,439,더블에이,6,,"695,299USD ",,"340,836USD "
440,440,자진모리,7,,"1,732,000USD ",,0
442,442,금아제니스,1,,"1,810,805USD ",,"43,100USD "
443,443,해들뫼,2,,"416,475,000JPY ",,"42,652USD "
444,444,레이먼드,3,,"315,015USD ",,"7,400USD "
445,445,태풍아이즈,4,,"1,732,000USD ","113,299,000원", 
446,446,환상의빛,5,,"396,254USD ","100,111,000원", 
447,447,풀문스카이,6,,"140,172USD ",,"4,680USD "
448,448,메가시티,7,,"107,515USD ","132,716,000원", 
449,449,금빛환향,8,"1,861,967,000원", ,"84,526,000원", 
450,450,레베카,9,,"493,755USD ",,"40,860USD "
451,451,기동대장,1,,"416,475,000JPY ",,"1,870USD "
452,452,비평,2,,"51,475USD ",,"73,752USD "
453,453,베스트빅토리,3,,"85,630,000JPY ","138,880,000원", 
454,454,두손왕자,4,,"3,084,278USD ","17,803,000원", 
455,455,행복스타,5,,"456,410USD ","75,012,000원", 
456,456,초오롱마,6,,"662,000USD ",,"21,569USD "
457,457,불사불패,7,,"3,545,062USD ","75,612,000원","7,700AUD "
458,458,더지존,8,,"439,250USD ",,"112,786USD "
459,459,주먹도끼,9,,"1,007,708USD ",,"1,605USD "
460,460,스마티지프,10,,"3,084,278USD ","234,663,000원", 
461,461,개나리송,11,,"274,382USD ",,"38,831USD "
462,462,클린플라워,12,,"3,084,278USD ",,0
463,463,카일라스댄서,1,,"725,296USD ",,"3,446USD "
464,464,슈퍼트릭,2,,"3,122,708USD ",,"31,605USD "
465,465,데블맨,3,,"7,712,841USD ",,"11,300,000JPY "
