,name,ranked,fw,fd,mw,md
7208,몬스터퀸,9.0,,"278,406USD ",,0
7209,킹플러키,11.0,,"1,610,604USD ",,"125,574USD "
7210,베스트빅토리,12.0,,"85,630,000JPY ","138,880,000원", 
7211,캣츠미라클,1.0,,"1,694,180USD ",,"4,970USD "
7212,큐피드가이,2.0,,"439,250USD ",,"78,614USD "
7213,싱싱메리,3.0,,"385,807USD ",,"96,279USD "
7214,장산베어스,4.0,,"1,146,340USD ",,244USD 
7215,이글스그리프터,6.0,,"1,319,481USD ",,"136,041USD "
7216,바람을그리다,7.0,"471,819,000원", ,,"103,630USD "
7217,더스파이커,8.0,,"1,065,147USD ",,"5,625USD "
7218,빅갈랜드,9.0,,"710,480USD ",,0AUD 
7219,적벽신화,10.0,,"500,435USD ",,"32,776USD "
7220,아이비에스마린,11.0,,"583,280USD ",,"10,210USD "
7221,피닉스울프,12.0,,"1,103,050CAD ",,"1,458,198USD "
7222,라온댄서,1.0,,"114,300USD ",,"4,200USD "
7223,패밀리파크,2.0,,"172,705,000JPY ",,"57,200USD "
7224,샤인파이터,3.0,,"1,570,380USD ","396,701,000원", 
7225,안양재규어,4.0,,"3,084,278USD ","132,220,000원", 
7226,동쪽글로리,5.0,,"1,083,533USD ",,"179,268USD "
7227,컴플리트모션,6.0,,"51,475USD ","112,705,000원", 
7228,장산엑스,7.0,,"396,254USD ",,"2,575USD "
7229,펀치파워,8.0,,"254,672USD ",,350USD 
7230,카이젠실버,9.0,,"617,310USD ",,0
7231,해피하와이,10.0,,"3,084,278USD ",,0AUD 
7232,초동샤이니,11.0,,"2,362,398USD ",,0
7233,스카이타임,12.0,,"695,299USD ","10,500,000원", 
7234,컴플리트캡틴,1.0,,"339,984USD ","46,605,000원", 
7235,원더풀하트,2.0,,"617,310USD ",,"898,000JPY "
7236,미라클이천,3.0,,"254,672USD ","87,390,000원", 
7237,늘차오름,4.0,,"3,084,278USD ",,"61,125USD "
7238,블루참,5.0,,"51,475USD ","648,176,000원", 
7239,천지꽃바람,6.0,,"493,755USD ",,"2,340USD "
7240,경부도령,7.0,"2,426,805,000원", ,"177,860,000원", 
7241,오주애마,8.0,,"493,755USD ",,"47,380USD "
7242,엑설런트하이,9.0,,"1,570,380USD ",0원, 
7243,피엔에스노랑,10.0,"233,137,000원", ,"16,800,000원", 
7244,킹스데이,11.0,,"1,236,820USD ","112,430,000원", 
7245,신대로,,"2,426,805,000원", ,"48,547,000원", 
7246,비르투스,1.0,,"51,475USD ",,"16,046USD "
7247,원더풀플레저,2.0,,"617,310USD ",0원, 
7248,정성스타,3.0,,"51,475USD ",,"12,567USD "
7249,한일모아,4.0,,"1,083,533USD ",,0
7250,골드파크,5.0,,"2,054,434USD ",,"46,460USD "
7251,타미나,6.0,,"1,810,805USD ","219,712,000원", 
7252,해피먼스,7.0,,"695,299USD ","122,937,000원", 
7253,허니버터바비,8.0,,"51,475USD ",,"11,950USD "
7254,황금스타,9.0,,"254,672USD ","112,068,000원", 
7255,해샘찬,10.0,,"254,672USD ","266,742,000원", 
7256,컴플리트쇼크,11.0,,"274,382USD ",,"27,362USD "
7257,피엔에스로얄,12.0,"233,137,000원", ,"20,583,000원", 
7258,정문서미트,1.0,,"583,280USD ",,0
7259,화이트코멧,2.0,,"254,672USD ",,"16,200AUD "
7260,기븐러너,3.0,,"1,083,533USD ",,"131,070USD "
7261,캠프터치,4.0,,"339,984USD ",,"119,723USD "
7262,캠프바다,5.0,,"339,984USD ","58,130,000원", 
7263,달리는에이스,6.0,,"568,086USD ","145,591,000원", 
7264,삼애질주,7.0,,"493,755USD ",,"24,008USD "
7265,백제의꿈,8.0,,"804,090USD ","217,955,000원", 
7266,위대한파이터,9.0,,"1,005,413USD ",,"14,600USD "
7267,투엠오케이,10.0,,"456,410USD ","118,483,000원", 
7268,선퀸,11.0,,"493,755USD ",,"79,331USD "
7269,로열샬롬,12.0,,"339,984USD ","47,730,000원", 
7270,윈드스카이,1.0,,"416,475,000JPY ","127,806,000원", 
7271,에이스샤인,2.0,,"51,475USD ",,0
7272,천지애가,3.0,,"804,090USD ",,0
7273,골든스파크,4.0,,"274,382USD ",,"34,280USD "
7274,퍼스트선더,5.0,,"114,300USD ","47,730,000원", 
7275,대길이,6.0,,"3,545,062USD ",,"181,694USD "
7276,그린파크,8.0,,"1,503,825USD ",,"14,496,000JPY "
7277,최강다이아,11.0,,"1,570,380USD ",,"15,840USD "
7278,콘스티솔로,1.0,,"1,031,596USD ",,"244,195USD "
7279,디케이퍼미르,2.0,,"2,612,516USD ",,0
7280,축복의약속,3.0,,"1,455,560USD ",,"11,610USD "
7281,빅토리맵,4.0,,"1,358,940USD ",, 
7282,글로벌럭키,5.0,,"1,936,000USD ",,"24,749USD "
7283,행복왕자,6.0,,"424,600USD ",,"26,734USD "
7284,블루키톤,7.0,,"2,691,135USD ",,"7,962USD "
7285,절예,8.0,,"3,670,790USD ",, 
7286,장산탱크,9.0,,"3,924,648USD ",,"33,410USD "
7287,인동샘,10.0,,"3,647,000USD ",,"209,081USD "
7288,치투치투,11.0,,"597,800USD ",, 
7289,디케이미르,12.0,,"2,691,135USD ",,0
7290,메니히어로,1.0,,"1,732,000USD ","548,953,000원", 
7291,비사연,2.0,,"274,382USD ",,0
7292,더더비,3.0,,"492,430USD ",,"44,820USD "
7293,머니샤프,4.0,,"456,410USD ",,0
7294,대싱카누,5.0,,"568,629,000JPY ","201,285,000원", 
7295,원더풀팡팡,6.0,,"493,755USD ","248,896,000원", 
7296,메니스피드,7.0,,"1,732,000USD ",,"1,605USD "
7297,페더라이트,8.0,,"205,617USD ","186,043,000원", 
7298,마하탄생,9.0,,"1,064,727USD ",,"170,220USD "
7299,플라워로드,10.0,,"491,312USD ",,"22,580USD "
7300,헤이드리머,11.0,,"978,960USD ",,"46,952USD "
7301,승리라이크,12.0,,"210,553USD ",,0GBP 
7302,화이트퀸,1.0,,"1,810,805USD ","51,200,000원", 
7303,마이티럭,2.0,,"163,133USD ","64,454,000원", 
7304,파티파워,3.0,,"51,814,000JPY ",,"8,278USD "
7305,여울이,4.0,,"3,294,901USD ","15,449,000원",0
7306,인디언에코,5.0,"261,878,000원", ,"84,670,000원", 
7307,땡큐마더,7.0,,"1,732,000USD ","648,176,000원", 
7308,티케이데이,8.0,,"1,236,820USD ","31,995,000원", 
7309,미스겔라,9.0,,"1,083,533USD ",,"21,650USD "
7310,제주의바람,10.0,,"1,570,380USD ","47,730,000원", 
7311,천괴성,1.0,,"205,617USD ","106,041,000원", 
7312,룰브레이커,2.0,,"416,475,000JPY ",,"250,000JPY "
7313,낭만스타,3.0,,"3,187,232USD ","210,254,000원", 
7314,사이먼퀸,4.0,,"274,382USD ","226,930,000원", 
7315,더블골드,5.0,,"480,001USD ","192,055,000원", 
7316,승리나래,6.0,,"163,133USD ",,"25,310USD "
7317,동작,7.0,,"1,810,805USD ",,"176,400USD "
7318,스토미,8.0,,"114,300USD ",,"14,959USD "
7319,정상으뜸,9.0,,"695,299USD ","37,299,000원", 
7320,만석지기,10.0,,"1,101,924USD ",,0
7321,위너마운틴,11.0,,"1,607,774USD ","133,790,000원", 
7322,제이콥,12.0,,"416,475,000JPY ",,"500,000JPY "
7323,우정의향기,1.0,,"865,612USD ",,0
7324,머스탱런,2.0,,"3,645,383USD ",,500USD 
7325,룰즈이천,3.0,,"3,084,278USD ","258,854,000원", 
7326,관악함성,4.0,,"2,221,630USD ",,"36,328USD "
7327,플래시제트,5.0,,"405,730USD ",,464USD 
7328,아메리칸포스원,7.0,,"794,855USD ",,"1,512USD "
7329,애비보컬스,8.0,,"188,432USD ",,222EUR 
7330,슈퍼도끼,9.0,,"8,387,500USD ",,"52,156USD "
7331,선스타트,10.0,,"794,855USD ",,0
7332,캡틴파워,11.0,,"568,629,000JPY ",,"53,091USD "
7333,콜윈,1.0,,"633,076USD ",,"6,000USD "
7334,서울탱크,2.0,,"1,484,829USD ",,"48,420USD "
7335,환상스타,3.0,,"623,000USD ",,"11,050EUR "
7336,에모리삭스,6.0,,"405,730USD ",,612USD 
7337,동방의기억,7.0,,"937,200AUD ",,0
7338,우리,8.0,,"1,064,727USD ",,"47,602USD "
7339,대군의길,9.0,,"562,000USD ",,"73,684USD "
7340,보드람,10.0,,"339,984USD ",,"24,520USD "
7341,롱히터,11.0,,"2,283,402USD ",,"14,400USD "
7342,페네트로,1.0,,"85,630,000JPY ",, 
7343,야호스트롱캣,2.0,,"339,984USD ","46,880,000원", 
7344,구름왕자,3.0,,"583,280USD ",,"46,426USD "
7345,골든게이트,4.0,,"456,410USD ","10,520,000원", 
7346,성파,5.0,,"799,350USD ",,"32,214USD "
7347,박차오름,6.0,,"568,629,000JPY ",,"1,175GBP "
7348,크레이지위키,7.0,,"572,927USD ",,0AUD 
7349,황금소리,8.0,,"583,280USD ",,"49,036USD "
7350,새벽이,9.0,,"339,984USD ","64,155,000원", 
7351,정안킹덤,10.0,,"1,165,760USD ",,"29,155USD "
7352,로드란,1.0,,"1,503,825USD ","201,253,000원", 
7353,한센초이스,2.0,,"1,810,805USD ",,"116,148USD "
7354,송암플레이어,3.0,,"210,553USD ",,"87,758USD "
7355,천향국색,4.0,,"804,090USD ","104,724,000원", 
7356,보헤미안뮤직,5.0,,"1,607,774USD ",0원, 
7357,쏘아라여장군,6.0,,"1,810,805USD ","214,985,000원", 
7358,블랙실버,7.0,,"58,610USD ",,"80,592USD "
7359,돌아온셀라,8.0,,"568,086USD ","137,172,000원", 
7360,다크피스,9.0,,"3,084,278USD ",,0USD 
7361,소서노레전드,10.0,,"583,280USD ","224,317,000원", 
7362,일기비호,11.0,,"210,553USD ",,"4,203CAD "
7363,천지여걸,12.0,,"274,382USD ","196,259,000원", 
7364,굿마운트,1.0,,"210,553USD ","46,820,000원", 
7365,울트라애니,2.0,,"51,475USD ","114,172,000원", 
7366,원더풀라이트,3.0,,"254,672USD ",,400CAD 
7367,프리티조이,4.0,,"51,475USD ",,"140,985USD "
7368,졸리로저,5.0,,"493,755USD ",,"9,600AUD "
7369,클레이위너,6.0,,"1,810,805USD ",,0
7370,클래식댄서,7.0,,"1,083,533USD ",,350USD 
7371,뉴드림,8.0,,"190,838USD ",0원, 
7372,아스트로,9.0,,"210,553USD ","250,660,000원", 
7373,베스트파티,10.0,,"170,072USD ",,"180,395USD "
7374,포에버럭키,11.0,,"371,623,500JPY ",,"44,207USD "
7375,과천에이스,12.0,"414,605,000원",0,,"59,345USD "
7376,만세,1.0,,"2,765,800USD ",,"45,700USD "
7377,천년의고도,2.0,,"205,617USD ",,761USD 
7378,베스트럭키,3.0,,"51,475USD ",,0
7379,서던맨,4.0,,"1,843,750USD ",,0
7380,굿원더,5.0,,"1,610,604USD ","84,420,000원", 
7381,호남대로,6.0,"728,298,000원", ,"137,420,000원", 
7382,실버드래곤,7.0,,"1,810,805USD ","235,154,000원", 
7383,로열리멤버,8.0,,"516,977USD ",,"88,045USD "
7384,최강매직,9.0,,"1,810,805USD ","213,647,000원", 
7385,율도장사,10.0,,"1,570,380USD ",,0USD 
7386,센킹,11.0,,"1,570,380USD ",,"67,540USD "
7387,한라명운,12.0,,"1,810,805USD ",,"79,331USD "
7388,킹오브룰즈,1.0,,"3,084,278USD ","306,052,000원", 
7389,럭키법전,2.0,,"1,810,805USD ",,"138,998USD "
7390,금아슈프림,3.0,,"1,503,825USD ",,"12,590USD "
7391,백색광채,4.0,"817,614,000원", ,"116,693,000원", 
7392,엑스블레이드,5.0,,"396,254USD ","5,280,000원", 
7393,솔개바람,6.0,,"494,895,000JPY ","163,560,000원", 
7394,동서제패,7.0,"76,502,000원", ,"81,727,000원", 
7395,카히나,8.0,,"3,187,232USD ",,"116,910USD "
7396,상비군,10.0,,"315,015USD ",,"92,814USD "
7397,스타리스트,11.0,,"3,545,062USD ","38,806,000원",0
7398,블랙스피릿,12.0,,"1,570,380USD ","201,890,000원", 
7399,스피돔,1.0,,"978,960USD ",,0
7400,문학리워드,2.0,,"1,064,727USD ",,"16,715USD "
7401,소울리마제스틱,3.0,,"239,229USD ",,"148,804USD "
7402,케미블루,4.0,,"1,779,012USD ",,"23,200USD "
7403,파이널에센스,5.0,,"1,227,875AUD ",, 
7404,어마무시,6.0,,"770,496USD ",, 
7405,사이먼리치,7.0,,"274,382USD ",,0
7406,다다비,8.0,,"1,146,340USD ",,"137,513USD "
7407,페이버릿스토리,9.0,,"815,943USD ",,"14,575USD "
7408,아토,10.0,,"703,884USD ",,"89,028USD "
7409,피엔에스아리,11.0,,"937,240USD ",, 
7410,시티챔프,2.0,,"3,545,062USD ","109,402,000원", 
7411,인디언보스,3.0,,"617,310USD ","132,500,000원", 
7412,검홍,4.0,,"205,617USD ","151,850,000원", 
7413,남쪽나라,5.0,,"494,895,000JPY ","188,186,000원", 
7414,최강신기,6.0,,"493,755USD ","228,472,000원", 
7415,황금도야지,7.0,,"51,475USD ","19,254,000원", 
7416,당대질주,8.0,,"1,607,774USD ",,0
7417,메이세이드림,9.0,,"494,895,000JPY ",,"124,453USD "
7418,대한챔프,10.0,,"1,503,825USD ",,0
7419,청담호랑이,11.0,,"1,570,380USD ",,600AUD 
7420,팔라스테이,12.0,,"516,977USD ",,"117,221USD "
7421,비카브레이싱,1.0,,"835,142USD ",,"16,685USD "
7422,리빙스턴,2.0,"579,356,000원", ,, 
7423,원더풀이블,3.0,,"254,672USD ",,"3,065,000JPY "
7424,제왕의별,4.0,,"1,503,825USD ",,"148,914USD "
7425,라온세레나,5.0,,"1,810,805USD ","49,730,000원", 
7426,업라이트,6.0,,"1,570,380USD ","123,912,000원", 
7427,비욘드오버,7.0,,"1,732,000USD ",,0
7428,사려니힐링,8.0,,"339,984USD ",,"7,966USD "
7429,스피드이즈칸,9.0,,"315,015USD ",,"48,935USD "
7430,이스크라,10.0,,"568,629,000JPY ","16,946,000원", 
7431,예스유캔,11.0,,"70,961,000JPY ","37,665,000원", 
7432,점보캡틴,12.0,,"3,084,278USD ","100,842,000원", 
7433,흑전사,1.0,,"3,645,383USD ",,"198,994USD "
7434,톱브레인,2.0,,"1,606,000USD ",,"77,252USD "
7435,선더블레이드,3.0,,"1,182,992USD ",,"19,920USD "
7436,초인마,4.0,,"1,732,000USD ","203,132,000원", 
7437,붕마드림,5.0,,"444,066USD ",,0
7438,돌아온아침해,6.0,,"978,960USD ",,"137,917USD "
7439,컨저버티브,8.0,,"804,090USD ",,0
7440,태양의후예,9.0,,"612,935USD ",,"162,013USD "
7441,스트롱로드,10.0,,"548,595USD ",,"31,669USD "
7442,센타포바,11.0,,"339,984USD ","266,851,000원", 
7443,롤러블레이드,1.0,,"804,090USD ",,"47,840USD "
7444,최강팀,2.0,,"583,280USD ",,"7,400USD "
7445,케이엔로드,3.0,,"583,280USD ",,"39,200USD "
7446,초인강자,4.0,,"1,732,000USD ",,"117,578USD "
7447,스트레토,5.0,,"274,382USD ","140,870,000원", 
7448,레전드스톰,6.0,,"804,090USD ",, 
7449,케이톱킹,7.0,,"1,503,825USD ","462,480,000원", 
7450,탁트인,8.0,,"1,810,805USD ",,"21,790CAD "
7451,비상등,9.0,,"1,810,805USD ",,"22,060USD "
7452,탱고타임,10.0,,"1,810,805USD ",,"2,800USD "
7453,스트롱벌처,1.0,,"416,475,000JPY ",,"251,959USD "
7454,빅토리킹,2.0,,"2,580,402USD ",,"30,132CAD "
7455,호크행진곡,3.0,,"1,610,604USD ",, 
7456,선오브선더,4.0,,"3,084,278USD ","38,433,000원", 
7457,라온브라이언,5.0,,"12,891,734USD ",,"22,590,000JPY "
7458,강화총각,6.0,,"3,084,278USD ","163,259,200원",0
7459,세라칸,7.0,,"568,086USD ","155,619,000원", 
7460,광마힐,8.0,,"396,254USD ",0원, 
7461,대천히어로,9.0,,"114,300USD ",,"137,366USD "
7462,수호,10.0,,"695,299USD ",,"14,615USD "
7463,골드페릴라,11.0,,"804,090USD ","68,944,000원", 
7464,뭉치,12.0,"689,387,200원", ,"50,960,000원", 
7465,이스트팔로스,1.0,,"1,146,340USD ",,"250,645USD "
7466,글로벌캡틴,2.0,,"742,640USD ",,"81,114USD "
7467,런닝스톰,3.0,,"1,810,805USD ",,"62,880USD "
7468,하바나찰리,4.0,,"251,090USD ",,"23,330USD "
7469,영롱,6.0,,"51,475USD ",,0
7470,강성대국,7.0,,"3,545,062USD ","120,769,000원", 
7471,상감마마,8.0,,"3,084,278USD ",,"61,640USD "
7472,해마루,9.0,,"835,142USD ",,0
7473,장산와일드,11.0,,"638,822USD ",,"62,422USD "
7474,넌감동이야,12.0,,"193,766USD ",,0
7475,교룡득수,1.0,,"1,810,805USD ","539,152,000원", 
7476,샤이니파이어,2.0,,"1,380,200USD ",,"26,846USD "
7477,퓨처파이어,3.0,,"1,293,437USD ",,"58,431USD "
7478,이스트원,4.0,,"568,086USD ",,880USD 
7479,백산선더,5.0,,"114,300USD ",,"1,700AUD "
7480,원더풀니키야,6.0,,"617,310USD ",,"27,200,000JPY "
7481,글로벌골드,7.0,,"114,300USD ",,0
7482,스프링데이,8.0,,"172,705,000JPY ",,"11,250,000JPY "
7483,러브위드미,9.0,,"1,083,533USD ","156,911,000원", 
7484,트루,10.0,"414,605,000원",0,"119,930,000원", 
7485,허리케인삭스,11.0,,"583,280USD ",,"1,489USD "
7486,원지,12.0,,"4,941,513USD ",,"148,914USD "
7487,럭키명호,1.0,,"804,090USD ",,0USD 
7488,최강특급,2.0,,"254,672USD ",,"31,200USD "
7489,라피도아레스,3.0,"76,502,000원", ,,"50,050USD "
7490,라이드럭키,4.0,,"339,984USD ",,"4,300,000JPY "
7491,큐피드허니,5.0,,"493,755USD ","36,160,000원", 
7492,원더풀오렌지,6.0,,"493,755USD ","353,733,000원", 
7493,더퀸제이,7.0,,"1,732,000USD ",,"3,535USD "
7494,파이널에이스,8.0,,"1,570,380USD ","45,240,000원", 
7495,블루타이거,9.0,,"339,984USD ",,800AUD 
7496,진동,10.0,,"493,755USD ",,"186,539USD "
7497,페더럴검,11.0,,"172,705,000JPY ","143,647,000원", 
7498,우승각,,,"2,075,791USD ",,"11,936USD "
7499,좋은가문,1.0,,"172,705,000JPY ","157,452,000원", 
7500,달리는빛깔,2.0,,"1,732,000USD ",,"46,952USD "
7501,피스오브룰즈,3.0,,"3,084,278USD ","136,676,000원", 
7502,클린하트,4.0,,"2,088,853USD ",,"42,552USD "
7503,당찬바람,5.0,,"3,084,278USD ","117,440,000원", 
7504,스페셜어게인,6.0,,"695,299USD ","75,782,000원", 
7505,제주의여왕,7.0,,"493,755USD ",,"48,935USD "
7506,깨우침,8.0,,"416,475,000JPY ","251,002,000원", 
7507,스터닝어게인,9.0,,"4,374,590USD ",,"222,769USD "
7508,황금신화,10.0,,"568,086USD ",,"25,200USD "
7509,정성와일드,11.0,,"1,083,533USD ",,"62,422USD "
7510,장수나봄,1.0,,"583,280USD ","76,860,000원", 
7511,피케이돌풍,2.0,"76,502,000원", ,"133,921,000원", 
7512,캡틴베스트,3.0,,"416,475,000JPY ","122,395,000원", 
7513,플라잉토르,4.0,,"493,755USD ",,"106,365USD "
7514,서울매직,5.0,,"163,133USD ","107,712,000원", 
7515,정동사랑,6.0,,"1,083,533USD ","127,238,000원", 
7516,천총,7.0,,"480,001USD ",,"5,400USD "
7517,스카이선더,8.0,,"339,984USD ","42,637,000원", 
7518,스페셜챔프,9.0,,"3,084,278USD ",,"21,569USD "
7519,빅토리질주,10.0,"736,845,000원", ,0원, 
7520,킹칸모르,11.0,,"1,810,805USD ","94,103,000원", 
7521,가온찬,12.0,,"996,330USD ",,"1,470USD "
7522,마하승천,1.0,,"1,083,533USD ","55,014,000원", 
7523,삼성비바,2.0,,"254,672USD ",,"65,390USD "
7524,원더풀캣,3.0,,"4,941,513USD ","61,464,000원", 
7525,젝스칸,4.0,,"416,475,000JPY ",,400USD 
7526,놀부천하,5.0,,"51,475USD ","9,426,000원", 
7527,페넘브라,6.0,,"1,810,805USD ","247,760,000원", 
7528,사나래,7.0,,"1,083,533USD ",,"88,898USD "
7529,페더럴퀸,8.0,,"172,705,000JPY ","25,905,600원", 
7530,리슨트드림,9.0,,"51,475USD ","95,797,000원", 
7531,새로운보배,,,"315,015USD ",,"104,085USD "
7532,베스트에버,1.0,,"568,086USD ",,"31,270USD "
7533,퀀텀점프,2.0,,"978,960USD ",,"142,429USD "
7534,갤럽컬린,3.0,,"10,501,800USD ",,0
7535,센스쟁이,4.0,,"742,640USD ",,"10,490USD "
7536,은어축제,6.0,,"2,283,402USD ",, 
7537,인듀어런스,7.0,,"1,570,380USD ","140,176,000원", 
7538,대군일갈,8.0,,"6,169,800USD ",,"33,490USD "
7539,리암스무니,9.0,,"135,191USD ",,"84,319USD "
7540,안양옥센,10.0,,"1,177,394USD ",, 
7541,에이스찬,11.0,,"664,982USD ",,280USD 
7542,본능대로,12.0,,"500,435USD ",,"131,553USD "
7543,스터닝한센,1.0,,"1,810,805USD ","139,542,000원", 
7544,유롱플라잉,2.0,,"51,475USD ",,"94,885USD "
7545,루킹굿,3.0,,"172,705,000JPY ",,"55,565USD "
7546,센토사,4.0,,"1,570,380USD ","24,249,000원", 
7547,블루대자연,5.0,,"396,254USD ",,"74,715USD "
7548,실버라이언,6.0,,"4,374,590USD ",,"181,694USD "
7549,와니케이,7.0,,"315,015USD ",,0
7550,블루스파이더,8.0,,0AUD ,, 
7551,빅토리스타,9.0,,"835,142USD ",,"70,494USD "
7552,경국지마,10.0,,"3,545,062USD ",,"25,000JPY "
7553,천운킹덤,,,"1,857,000USD ",,"3,070USD "
7554,마성질주,1.0,,"1,083,533USD ",,"99,616USD "
7555,블레이드스톰,2.0,,"185,213USD ",,"19,245USD "
7556,로열고스트,3.0,,"568,086USD ","1,800,000원", 
7557,탑뮤직,4.0,"1,225,505,000원", ,"2,106,000원", 
7558,원더풀루비,5.0,,"416,475,000JPY ",,"25,309USD "
7559,두리,7.0,,"617,310USD ","55,287,000원", 
7560,송암바비,8.0,,"456,410USD ",,"66,215USD "
7561,킹오브이글,9.0,,"172,705,000JPY ","511,520,000원", 
7562,아라시,10.0,,"416,475,000JPY ",,"184,605USD "
7563,내가끝판왕,11.0,,"568,086USD ","167,200,000원", 
7564,라온제임스,12.0,,"416,475,000JPY ",, 
7565,델타브라더,1.0,,"315,015USD ",,0
7566,원더풀딕시,2.0,,"617,310USD ","37,665,000원", 
7567,위너스피릿,3.0,,"456,410USD ",,"112,985USD "
7568,백스핀,4.0,,"568,086USD ",,"79,418USD "
7569,한센바로우즈,5.0,,"1,810,805USD ",,0
7570,라온패트릭,7.0,,"85,630,000JPY ",0원, 
7571,헤네시댄서,8.0,,"1,610,604USD ",,220USD 
7572,사려니윈,9.0,,"239,229USD ",,"3,650USD "
7573,로만블레이드,10.0,,"1,220,800USD ",,"60,950USD "
7574,초동보배,11.0,,"158,713AUD ","107,054,000원", 
7575,스위틀리휴머,,,"456,410USD ",,"1,713USD "
7576,킬리의제왕,1.0,,"941,936USD ",,"48,513USD "
7577,고고비,2.0,,"1,146,340USD ",,"40,820USD "
7578,장산베어스,3.0,,"1,146,340USD ",,244USD 
7579,대박행진,4.0,,"439,250USD ",,"143,791USD "
7580,몬테비데오,6.0,,"239,229USD ",,0
7581,초인볼트,7.0,,"1,732,000USD ",,0
7582,케이엔에이스,8.0,,"811,400USD ",,0
7583,삼육으뜸,10.0,,"2,746,060USD ",,0
7584,이스트걸치,11.0,,"1,146,340USD ",,"71,868USD "
7585,탑매직마스터,12.0,,"3,614,500USD ",,0AUD 
7586,현무,1.0,,"804,090USD ","116,542,000원", 
7587,구름손짓해,2.0,,"339,984USD ",,"1,489USD "
7588,백투백,4.0,,"1,732,000USD ",, 
7589,아멘다,5.0,,"1,732,000USD ","58,562,500원", 
7590,프리모,7.0,,"3,545,062USD ","697,416,000원", 
7591,혜성여왕,8.0,,"315,015USD ",,"80,303USD "
7592,머니대륙,9.0,,"568,629,000JPY ","213,750,000원", 
7593,머니캠프,10.0,,"339,984USD ","82,258,000원", 
7594,쾌한예봉산,11.0,,"1,810,805USD ",,"40,150USD "
7595,글로벌뉴스,12.0,,"1,810,805USD ",,0
7596,청담지니,1.0,,"1,319,481USD ",,0
7597,라피도쿠스,2.0,,"654,681USD ",,"50,050USD "
7598,슈퍼플루이드,3.0,,"4,368,214USD ",,"35,280USD "
7599,투어로즈,4.0,,"3,084,278USD ",,0
7600,짱콩,5.0,,"1,359,274USD ",,"270,750USD "
7601,골드마운틴,6.0,,"2,323,040USD ",,"243,890USD "
7602,브이칸,8.0,,"185,213USD ",,0
7603,대군의창,9.0,,"239,229USD ",,"274,529USD "
7604,프로마테우스,10.0,,"310,542USD ",,0
7605,신돌격,11.0,,"456,410USD ",,"61,726USD "
7606,거센질주,1.0,,"1,103,496USD ",,0
7607,일보등천,2.0,,"633,076USD ",,"4,542USD "
