,name,ranked,fw,fd,mw,md
6760,레이징엔젤,8.0,,"163,133USD ","98,521,000원", 
6761,거센마풍,9.0,,"1,810,805USD ",,"2,750USD "
6762,그린케이,10.0,,"493,755USD ",,0
6763,티아고터치,11.0,,"2,358,270USD ",,0
6764,강촌의별,12.0,,"493,755USD ",,"1,511USD "
6765,피케이힐,1.0,,"493,755USD ",,0
6766,록라인,2.0,,"1,570,380USD ","134,698,000원", 
6767,가가나,3.0,"76,502,000원", ,"210,490,000원", 
6768,바디스타,4.0,,"612,935USD ",,"72,611USD "
6769,레스카,5.0,,"3,614,500USD ",,"268,480USD "
6770,강호제일,6.0,,"493,755USD ",,0
6771,천총,7.0,,"480,001USD ",,"5,400USD "
6772,록뉴스,8.0,,"1,570,380USD ","96,601,000원", 
6773,골드브릿지,9.0,,"51,475USD ","47,338,000원", 
6774,피엔에스볼트,10.0,"470,582,000원", ,"130,190,000원", 
6775,파워타워,1.0,,"1,810,805USD ","136,795,000원", 
6776,뉴문워리어,2.0,,"3,084,278USD ",,"15,583USD "
6777,블루케이,3.0,,"416,475,000JPY ","201,285,000원", 
6778,베스트군단,4.0,,"583,280USD ","30,795,000원", 
6779,강한여전사,5.0,,"1,083,533USD ","154,395,000원", 
6780,로열축복,6.0,,"493,755USD ",,"77,031USD "
6781,다행이다,7.0,,"51,475USD ",,0
6782,그레이트웨이,8.0,,"996,330USD ",,0
6783,블루킹,9.0,,"1,083,533USD ",, 
6784,럭키플랜,10.0,,"190,838USD ",,"15,860USD "
6785,코리아기적,11.0,,"1,810,805USD ","88,798,000원", 
6786,통일질주,12.0,,"612,935USD ","131,667,000원", 
6787,다이나믹펀치,1.0,,"3,044,000USD ",,0
6788,새내스퍼트,2.0,,"1,732,000USD ",,0
6789,와일드킹덤,3.0,,"297,000USD ",,"41,514USD "
6790,마하네단,4.0,,"804,090USD ","81,190,000원", 
6791,베스트탑,5.0,,"205,617USD ","42,990,000원", 
6792,천지화랑,6.0,,"210,553USD ",,"25,310USD "
6793,킹오브더필드,7.0,,"51,475USD ","170,290,000원", 
6794,럭셔리캡틴,8.0,,"1,607,774USD ","39,446,000원", 
6795,시선집중,9.0,,"3,187,232USD ","198,273,000원", 
6796,신록,10.0,,"1,570,380USD ","278,352,000원", 
6797,더드림,11.0,,"1,732,000USD ",,0
6798,원더풀제이드,12.0,,"617,310USD ",,"5,700,000JPY "
6799,형마푸부,1.0,,"3,084,278USD ",,"101,060USD "
6800,킹리,2.0,,"172,705,000JPY ",,0
6801,뇌성벽력,3.0,,"493,755USD ",, 
6802,골드필드,4.0,,"339,984USD ",,"3,498USD "
6803,골드파크,5.0,,"2,054,434USD ",,"46,460USD "
6804,더블에스,6.0,,"3,187,232USD ","15,449,000원",0
6805,금상천하,7.0,,"70,961,000JPY ","41,162,000원", 
6806,황금신화,8.0,,"568,086USD ",,"25,200USD "
6807,인디언서머,9.0,,"493,755USD ",,800USD 
6808,마초브레시,10.0,,"5,625,410USD ",,"144,858USD "
6809,머니캣,11.0,,"568,086USD ","87,410,000원", 
6810,베프케이,,,"804,090USD ","1,200,000원", 
6811,슈퍼빅터,1.0,"1,861,967,000원", ,"44,398,500원", 
6812,대용왕,2.0,,"1,083,533USD ","44,225,000원", 
6813,아이언하트,4.0,,"1,083,533USD ",,"898,000JPY "
6814,애니선,5.0,,"1,083,533USD ","202,802,000원", 
6815,레지나,6.0,,"695,299USD ","108,067,000원", 
6816,마하승천,7.0,,"1,083,533USD ","55,014,000원", 
6817,에이원킹,8.0,,"396,254USD ","18,126,000원", 
6818,최강러너,9.0,,"254,672USD ",,0
6819,더블퀸,10.0,,"3,545,062USD ","119,344,000원", 
6820,사이먼킹덤,,,"274,382USD ","202,139,000원", 
6821,큐피드미션,1.0,,"1,284,949USD ",,"92,583USD "
6822,찰리스타일,2.0,,"251,090USD ",,0
6823,글로벌조이,3.0,,"1,177,394USD ",,"1,725USD "
6824,마이로미오,4.0,,"390,345USD ",,"28,350USD "
6825,파노라마선,5.0,,"148,815USD ",, 
6826,레벨탑,6.0,,0AUD ,, 
6827,선포레,7.0,,"1,994,460USD ",,"34,734USD "
6828,문학챔피언,8.0,,"794,855USD ",,0
6829,무소의뿔,9.0,,"1,878,013USD ",, 
6830,유포리앙,10.0,,"1,857,000USD ",,"1,680USD "
6831,킹오브선데이,2.0,,"172,705,000JPY ","132,600,000원", 
6832,드래곤보트,3.0,,"491,312USD ","58,220,000원", 
6833,바람의소리,4.0,,"1,182,992USD ",,0
6834,신부,5.0,,"339,984USD ",,0
6835,라온조이,6.0,,"1,810,805USD ",,"4,940AUD "
6836,수제비,7.0,"435,833,000원", ,"51,001,000원", 
6837,과천의별,9.0,,"568,629,000JPY ","55,652,000원", 
6838,논스톱행진,10.0,,"51,475USD ",,"24,620USD "
6839,운악하비오,11.0,,"339,984USD ",,"240,722USD "
6840,블루스타매직,12.0,,"1,606,000USD ",,0AUD 
6841,금아글로리,1.0,,"114,300USD ","86,645,000원", 
6842,하이비트,2.0,,"585,719USD ",,"41,475USD "
6843,맹산히어로,3.0,,"601,560USD ",,"12,880USD "
6844,원더풀마린,4.0,,"1,810,805USD ",,0
6845,아이엠위너,5.0,,"396,254USD ","228,472,000원", 
6846,남원퀸,6.0,,"907,470USD ","116,218,000원",0
6847,스칼렛퍼펙트,7.0,,"339,984USD ","49,730,000원", 
6848,천운킹덤,8.0,,"1,857,000USD ",,"3,070USD "
6849,사려니킹,9.0,,"568,086USD ","80,558,000원", 
6850,마이티수,1.0,,"1,889,766USD ",,"37,700USD "
6851,글로벌에이스,2.0,,"1,104,040USD ",,0
6852,금자유,3.0,,"1,251,300USD ",,0
6853,문학파이어,4.0,,"385,807USD ",,0
6854,대군의검,5.0,,"239,229USD ",,303USD 
6855,루미네스,6.0,"470,582,000원", ,"96,601,000원", 
6856,파이널칸지노,7.0,,"1,227,875AUD ",, 
6857,아르폰스,8.0,,"742,640USD ",,"51,158USD "
6858,위즈레이니어,9.0,,"2,533,910USD ",,"24,110USD "
6859,디케이마루,10.0,,"3,090,101USD ",,125USD 
6860,블루스파이더,11.0,,0AUD ,, 
6861,미스터햇빛,12.0,,"742,640USD ",,0
6862,금아애크미,1.0,"728,298,000원", ,"103,000,000원", 
6863,세명기상,2.0,,"205,617USD ","127,460,000원", 
6864,불의퀸,4.0,,"565,716USD ",,0
6865,섬싱노바디노,5.0,,"274,382USD ",0원,0
6866,여걸비전,6.0,,"494,895,000JPY ","287,612,000원", 
6867,검향,7.0,,"205,617USD ","208,609,000원", 
6868,스마티아델,8.0,,"1,810,805USD ","72,204,000원", 
6869,라온브라이언,9.0,,"12,891,734USD ",,"22,590,000JPY "
6870,모네플라잉,10.0,,"51,475USD ",,"1,200AUD "
6871,대성루비,11.0,,"315,015USD ","26,945,000원", 
6872,시티엔젤,12.0,,"339,984USD ",,"128,935USD "
6873,문학위너,1.0,,"251,090USD ",,"21,489USD "
6874,디케이나린,2.0,,"1,154,000USD ",,"30,210USD "
6875,흥오름,3.0,,"1,732,000USD ",,"131,871USD "
6876,서울탱크,4.0,,"1,484,829USD ",,"48,420USD "
6877,가온퀸,5.0,,"1,606,000USD ",,"189,055USD "
6878,엘리트퀸,6.0,"1,225,505,000원", ,"210,222,000원", 
6879,우승특기,7.0,,"725,700USD ",,"182,002USD "
6880,인천챔프,8.0,,"1,052,520USD ",,0
6881,황금들판,9.0,,"225,941USD ",, 
6882,스모키베일,10.0,,"1,359,274USD ",,"40,486USD "
6883,올댓스피드,11.0,,"1,182,992USD ",,"1,680USD "
6884,해피보이,12.0,,"1,694,180USD ",,"41,330USD "
6885,엠제이파워,1.0,,"598,786USD ",,0
6886,대군제패,2.0,,"224,684USD ",,"179,408USD "
6887,문학쓰나미,3.0,,"1,146,340USD ",, 
6888,심플라이프,4.0,,"274,382USD ",,"84,414USD "
6889,해후,5.0,,"3,084,278USD ","45,600,000원", 
6890,삼삼빅토리,6.0,,"385,807USD ",,"36,622USD "
6891,불멸의제왕,8.0,,"251,090USD ",,"77,670USD "
6892,프로마테우스,9.0,,"310,542USD ",,0
6893,토함산파워,10.0,,"163,133USD ","132,010,000원", 
6894,알파칸,12.0,,"3,545,062USD ",,600AUD 
6895,라온탑맨,1.0,,"1,236,820USD ","182,764,000원", 
6896,글로벌선더,2.0,,"804,090USD ","60,800,000원", 
6897,초동로켓,3.0,,"1,732,000USD ","205,168,000원", 
6898,와일드우즈,4.0,,"339,984USD ",,250USD 
6899,멋진승부,5.0,,"1,236,820USD ","140,481,000원", 
6900,누비자,6.0,,"583,280USD ","270,345,000원", 
6901,드림퓨처,7.0,,"612,935USD ",,"88,333USD "
6902,선파이팅,8.0,,"1,570,380USD ",,0
6903,천사의별,9.0,,"1,570,380USD ","157,452,000원", 
6904,다이아별빛,10.0,,"339,984USD ","41,756,000원", 
6905,영주스톤,11.0,,"396,254USD ",,400AUD 
6906,해찬,,,"172,705,000JPY ","112,984,000원", 
6907,기로,1.0,,"396,254USD ","81,118,000원", 
6908,해피먼스,2.0,,"695,299USD ","122,937,000원", 
6909,신의축복,3.0,"1,225,505,000원", ,"45,835,000원", 
6910,스페셜챔프,4.0,,"3,084,278USD ",,"21,569USD "
6911,스톰포스,5.0,,"1,732,000USD ","112,168,000원", 
6912,세명공주,6.0,,"831,800USD ",,0
6913,패밀리호프,7.0,,"568,629,000JPY ","135,025,000원", 
6914,사나래,8.0,,"1,083,533USD ",,"88,898USD "
6915,백학,9.0,,"210,553USD ","269,786,000원", 
6916,골든스파크,10.0,,"274,382USD ",,"34,280USD "
6917,환상터치,11.0,,"612,935USD ",,0
6918,제주의여왕,12.0,,"493,755USD ",,"48,935USD "
6919,칸에이스,1.0,"451,805,000원", ,"44,749,000원", 
6920,다나은석세스,2.0,,"205,617USD ","167,687,000원",0
6921,히트더페이스,3.0,,"804,090USD ",,0
6922,일여하여,4.0,,"3,187,232USD ","118,005,000원", 
6923,농본자랑,5.0,,"804,090USD ","57,315,000원", 
6924,제이에스파워,6.0,,"617,310USD ","44,154,000원", 
6925,컬러즈드라고,6.0,,"51,475USD ",,0
6926,레몬키드,8.0,,"3,728,170USD ",,"52,496USD "
6927,킹오브킹즈,9.0,,"1,732,000USD ",,"189,416USD "
6928,투어다이아,10.0,,"568,086USD ",,"6,570USD "
6929,플라잉토르,11.0,,"493,755USD ",,"106,365USD "
6930,알데바란,12.0,,"493,755USD ","48,547,000원", 
6931,러브레이스,1.0,,"1,732,000USD ",,0
6932,굿센스,2.0,,"4,383,200USD ",,"34,970USD "
6933,마패봉,3.0,,"1,503,825USD ",, 
6934,로열스마티,4.0,,"1,083,533USD ",,"19,205USD "
6935,블랙징가,5.0,,"85,630,000JPY ","27,055,000원", 
6936,태풍아이즈,6.0,,"1,732,000USD ","113,299,000원", 
6937,메인레이서,7.0,,"1,570,380USD ",,"126,242USD "
6938,가즈아,8.0,,"1,083,533USD ","83,456,000원", 
6939,하늘에이스,9.0,,"3,545,062USD ",,0AUD 
6940,로열조이,10.0,,"1,810,805USD ","230,053,000원", 
6941,무비쿠스,1.0,,"33,840USD ",,"4,680USD "
6942,옥룡,2.0,,"1,065,147USD ",,"36,370USD "
6943,돌아온뽀빠이,3.0,,"1,031,596USD ",,"130,357USD "
6944,제이에스군주,4.0,,"866,428USD ",,"16,532USD "
6945,에코빌,5.0,,"424,600USD ",,"66,445USD "
6946,파워요트,6.0,,"326,400USD ",, 
6947,빅트리플,7.0,,"1,304,800USD ",, 
6948,빅토리메신저,8.0,,0AUD ,, 
6949,땡큐보스,9.0,,"831,800USD ",,0
6950,그린와트,10.0,,"1,243,500USD ",,0
6951,무도,1.0,,"254,672USD ",,"38,880USD "
6952,함양산삼,2.0,,"1,732,000USD ",,"41,280USD "
6953,과천히어로,3.0,"728,298,000원", ,"116,542,000원", 
6954,정동독주,4.0,,"1,607,774USD ",,"89,509USD "
6955,클린업드림,5.0,,"1,503,825USD ","25,763,000원", 
6956,천년해피,7.0,"1,225,505,000원", ,"147,460,000원", 
6957,코일로,8.0,,"493,755USD ",,"39,200USD "
6958,스틸런,9.0,,"3,187,232USD ","239,805,200원", 
6959,로열복순이,10.0,,"1,570,380USD ",,"3,498USD "
6960,바램,1.0,,"3,645,383USD ",,"49,230USD "
6961,블루파이어,2.0,,"493,755USD ","125,820,000원", 
6962,머니지프,3.0,,"396,254USD ","234,663,000원", 
6963,라온프로센스,4.0,,"1,732,000USD ","241,966,000원", 
6964,마이티와,5.0,,"315,015USD ","278,587,000원", 
6965,카일룸여제,6.0,,"568,629,000JPY ","97,562,000원", 
6966,하늘의스타,7.0,,"3,084,278USD ",,"12,350USD "
6967,메인이벤트,8.0,,"456,410USD ","262,308,000원", 
6968,창성럭키,9.0,,"85,630,000JPY ","164,595,000원", 
6969,포에버위너,10.0,,"835,142USD ","248,896,000원", 
6970,마이시스터니나,11.0,,"301,500USD ",,"360,122USD "
6971,천강성,12.0,,"210,553USD ","269,786,000원", 
6972,레이먼드,1.0,,"315,015USD ",,"7,400USD "
6973,원더풀트루스,2.0,,"416,475,000JPY ","296,100,000원", 
6974,댄싱블레이드,3.0,,"568,629,000JPY ","201,285,000원", 
6975,맘보칸,4.0,,"278,406USD ","66,894,000원", 
6976,정상오름,5.0,,0,"92,286,000원",0
6977,스피드청룡,6.0,,"1,732,000USD ","28,637,000원",0AUD 
6978,스트롱러너,8.0,,"416,475,000JPY ","39,730,000원", 
6979,허쉬대보,1.0,,"416,475,000JPY ","278,587,000원", 
6980,더검푸,2.0,,"529,566USD ",,"183,600USD "
6981,불후의명곡,4.0,,"3,084,278USD ",,"39,185USD "
6982,대승비법,5.0,,"3,545,062USD ","80,767,000원", 
6983,맞잡은손,6.0,,"3,187,232USD ","77,538,000원", 
6984,인천스피드,7.0,,"742,640USD ",,"71,046USD "
6985,서울시대,8.0,,"492,910USD ",,"33,083USD "
6986,명진맨,10.0,,"3,728,170USD ",,"402,551USD "
6987,원더풀럭키,11.0,,"1,570,380USD ","296,100,000원", 
6988,올드아이리시브렛,12.0,,"583,280USD ",,"165,234USD "
6989,삼성불패,1.0,,"2,533,910USD ",,"64,840USD "
6990,모르피스,2.0,,"1,019,200USD ",,"134,571USD "
6991,토스코노바캣,3.0,,"658,960USD ",,"63,354USD "
6992,선라이팅,4.0,,"1,039,000USD ",,"72,499USD "
6993,스프링백,5.0,,"794,855USD ",, 
6994,문학조이,6.0,,"2,075,791USD ",,"61,766USD "
6995,나스카프린스,7.0,,"835,142USD ",,"103,642USD "
6996,청담제왕,8.0,,"3,090,101USD ",,0
6997,천마,9.0,,"698,574USD ",,"5,859USD "
6998,삼정타핏,10.0,,"703,884USD ",,"1,200CAD "
6999,와일드선더,11.0,,"835,142USD ","30,564,000원","35,080USD "
7000,다이나믹질주,12.0,,"591,225USD ",,"184,175USD "
7001,컴플리트스윕,1.0,,"274,382USD ","29,100,000원", 
7002,흥바람,2.0,,"456,410USD ","126,080,000원", 
7003,땡큐찰리,3.0,,"251,090USD ",,"115,595USD "
7004,야호선샤인,4.0,,"1,610,604USD ",,"61,859USD "
7005,프리마퀸,5.0,,"456,410USD ",,"37,768USD "
7006,투어로즈,7.0,,"3,084,278USD ",,0
7007,아르고브레인,8.0,,"996,330USD ",,0USD 
7008,스피릿오브한센,9.0,,"1,810,805USD ",,"3,840USD "
7009,위너스글로리,10.0,,"210,553USD ",,"62,397USD "
7010,금아래피드,11.0,,"203,050AUD ",,"107,720AUD "
7011,위대한전사,,,"879,768USD ",,"4,595USD "
7012,라온라이트맨,1.0,,"1,236,820USD ",,"1,500USD "
7013,한라블로섬,2.0,,"804,090USD ","236,827,000원", 
7014,빅리버,3.0,,"339,984USD ",,"58,090USD "
7015,스트롱레드,4.0,,"254,672USD ",,0
7016,케이엔원더풀,5.0,,"254,672USD ",,"81,671USD "
7017,청산가세,6.0,"1,087,822,000원", ,"197,757,000원", 
7018,해피뮤직,7.0,,"1,607,774USD ","62,256,000원","34,700USD "
7019,스마트돌풍,8.0,,"51,475USD ","60,246,000원", 
7020,클린업해피,1.0,,"1,101,924USD ",,"8,514USD "
7021,제이에스캡틴,2.0,,"3,084,278USD ","34,500,000원", 
7022,디에코,3.0,,"3,084,278USD ","72,166,000원", 
7023,머니라인,4.0,,"1,570,380USD ","72,204,000원", 
7024,레이크스타,5.0,"1,861,967,000원", ,,"36,000CAD "
7025,로드핑크,6.0,,"1,570,380USD ","125,768,000원", 
7026,스루더스카이,7.0,,"695,299USD ","251,002,000원", 
7027,세찬나리,8.0,,"493,755USD ",,"54,248USD "
7028,마하선더,1.0,,"114,300USD ","223,745,000원", 
7029,대군옥,2.0,,"494,895,000JPY ",,0
7030,비앙카,3.0,,"1,810,805USD ",,"1,680USD "
7031,밀키셰리,4.0,,"3,545,062USD ",,"3,850,000JPY "
7032,파워프라이드,5.0,,"339,984USD ","30,795,000원", 
7033,원더플레이스,6.0,,"978,960USD ",,"4,069USD "
7034,로드힐스톰,7.0,,"416,475,000JPY ",0원, 
7035,풍문으로,8.0,,"1,889,766USD ",,"32,476USD "
7036,통합시대,9.0,,"804,090USD ",,"22,580USD "
7037,쿠카캣,1.0,,"1,503,825USD ",,"92,300AUD "
7038,디아볼라,2.0,,"804,090USD ",,0
7039,정성홀리데이,3.0,,"416,475,000JPY ",,"81,671USD "
7040,베스트골드,4.0,,"480,001USD ","139,748,000원", 
7041,비바킹,5.0,,"396,254USD ",,"12,380EUR "
7042,캠핑매니아,6.0,,"568,629,000JPY ","169,331,000원", 
7043,실버원더풀,7.0,,"695,299USD ",,"41,475USD "
7044,원더풀어게인,8.0,,"254,672USD ",,"7,870USD "
7045,사이보그,9.0,,"1,810,805USD ","4,347,000원", 
7046,라온한니발,1.0,,"274,382USD ","29,100,000원", 
7047,초동로즈,2.0,,"1,810,805USD ","74,582,000원", 
7048,페더럴캣,3.0,,"172,705,000JPY ",,"10,948,000JPY "
7049,공주사랑,4.0,,"114,300USD ",, 
7050,안양레오파드,5.0,,"4,374,590USD ",,"1,715USD "
7051,어스피스,6.0,,"249,760USD ","25,364,000원", 
7052,라오진,7.0,,"804,090USD ",, 
7053,큐피드초이스,8.0,,"1,694,180USD ",,760USD 
7054,천운동행,9.0,,"1,103,496USD ",,"21,243USD "
7055,그린와이,10.0,,"491,312USD ","137,120,000원", 
7056,마이티고,1.0,,"748,000USD ",,"5,930USD "
7057,멋진왕자,2.0,,"326,400USD ",, 
7058,문학킹,3.0,,"6,427,830USD ",,0
7059,패션플레이어,4.0,,"583,280USD ",,"76,369USD "
7060,선더비스트,5.0,,"676,300USD ",,683USD 
7061,에코퍼스트온,6.0,,"915,075USD ",,"106,693USD "
7062,이럽션,7.0,,"297,000USD ",, 
7063,아메리칸벨,8.0,,"417,800USD ",,"2,100USD "
7064,오렌지스텝,9.0,,"922,180USD ",,"10,850USD "
7065,대군의꿈,10.0,,"1,878,013USD ",,"212,311USD "
7066,프리맥스,1.0,,"748,000USD ",,"124,571USD "
7067,기븐위켄드,2.0,,"1,083,533USD ","162,170,000원", 
7068,베스트군함,3.0,,"37,500USD ",,"230,820USD "
7069,로열훼이버,4.0,,"118,380USD ",,"4,929USD "
7070,아미고라로,5.0,,"1,077,140USD ",,0
7071,마보스,6.0,,"1,101,924USD ",,"20,640USD "
7072,바다치프,7.0,,"1,851,803USD ",,"2,575USD "
7073,디케이별찌,8.0,,"853,828USD ",,0USD 
7074,빅토리고고,9.0,,"2,283,402USD ",,0
7075,라온퍼스트,1.0,,"1,236,820USD ",,"149,633USD "
7076,스트롱퀸,2.0,,"51,475USD ",,"31,669USD "
7077,싱그러운타임,3.0,,"1,732,000USD ","306,736,000원", 
7078,사이킥보스,4.0,,"172,705,000JPY ",,0
7079,위너세이,5.0,,"1,124,820USD ",,"40,484,000JPY "
7080,천은짱,6.0,,"3,084,278USD ",,0
7081,프리마니케,7.0,,"928,000USD ",,"72,611USD "
7082,창성진주,8.0,,"3,545,062USD ",,0JPY 
7083,트루팀버,9.0,,"7,712,841USD ","296,100,000원", 
7084,블레싱로드,1.0,,"339,984USD ","167,070,000원", 
7085,달려라광산,2.0,,"274,382USD ",,0
7086,한일매직,4.0,,"493,755USD ",,"6,570USD "
7087,클린업트리오,5.0,,"114,300USD ",,"84,205USD "
7088,미사일캔디,6.0,,"944,900USD ",,"34,560USD "
7089,글로리번,8.0,,"1,570,380USD ","137,120,000원", 
7090,굿카이로,9.0,,"562,000USD ",,"32,192USD "
7091,금로열,1.0,,"493,755USD ","41,484,000원", 
7092,럭키마이더스,2.0,,"205,617USD ","115,419,000원", 
7093,싱싱장수,3.0,,"172,705,000JPY ","81,720,000원", 
7094,천지폭풍,4.0,,"396,254USD ",,0AUD 
7095,대지여걸,5.0,,"7,712,841USD ",0원, 
7096,라피도볼트,6.0,,"804,090USD ","40,825,000원", 
7097,달려라속보,8.0,,"568,086USD ",, 
7098,메니스마트,2.0,,"1,732,000USD ","138,070,500원", 
7099,스피드황룡,3.0,,"416,475,000JPY ","69,635,000원", 
7100,천하형국,4.0,,"70,961,000JPY ","44,551,500원", 
7101,타우러스,5.0,,"51,475USD ",,"2,720USD "
7102,온리바람,6.0,,"1,607,774USD ",,"1,443USD "
7103,해피스트,8.0,,"51,475USD ","40,536,000원", 
7104,스트롱캡틴,10.0,,"493,755USD ",,975AUD 
7105,럭키봉화,11.0,,"315,015USD ","169,115,000원", 
7106,퍼스티지,12.0,,"163,133USD ",,"170,595USD "
7107,라온스톰,1.0,,"1,810,805USD ","113,835,000원", 
7108,미르스톰,2.0,,"456,410USD ",,0
7109,케이킹,3.0,,"804,090USD ","236,827,000원", 
7110,야호선더캣,4.0,,"568,086USD ","34,580,000원", 
7111,아이비에스퀸,5.0,,"479,803USD ",,"120,585USD "
7112,개나리송,6.0,,"274,382USD ",,"38,831USD "
7113,말라카스,7.0,,"1,732,000USD ","423,095,000원", 
7114,럭셔리해피,8.0,,"493,755USD ","112,068,000원", 
7115,에이스솔롱고,9.0,,"339,984USD ",,"12,710USD "
7116,능력시대,10.0,,"114,300USD ","86,310,000원", 
7117,아르고멜로디,11.0,,"193,766USD ",,0
7118,라온시리우스,12.0,,"493,755USD ","113,835,000원", 
7119,월드비욘드,1.0,"2,426,805,000원", ,"107,054,000원", 
7120,파이팅나우,2.0,,"51,475USD ",,"34,878USD "
7121,신용퀸데이,3.0,,"583,280USD ","141,392,000원", 
7122,브라보과천,4.0,,"3,084,278USD ",,0
7123,정문볼트,5.0,,"1,810,805USD ",,"22,272USD "
7124,파라곤파워,6.0,,"2,054,434USD ",,"30,005USD "
7125,메이블루,7.0,,"1,083,533USD ","71,512,000원", 
7126,삼포여걸,8.0,,"1,810,805USD ",,"15,760USD "
7127,금아키튼,1.0,,"804,090USD ",,800USD 
7128,머니챔프,2.0,"2,426,805,000원", ,, 
7129,레전드윈,3.0,,"583,280USD ","231,666,000원", 
7130,머니실크,4.0,,"1,083,533USD ","73,023,000원", 
7131,이스트챔프,5.0,,"1,503,825USD ","263,244,000원", 
7132,열린문,6.0,,"1,083,533USD ",,"32,585USD "
7133,야호골든캣,7.0,,"3,084,278USD ","41,740,000원", 
7134,금희인디,8.0,,"205,617USD ","101,000,000원", 
7135,원더풀글리터,9.0,,"4,941,513USD ",,"37,060USD "
7136,연희일출,1.0,,"254,672USD ","165,950,000원", 
7137,배다리서미트,2.0,,"494,895,000JPY ","145,767,000원", 
7138,마성투혼,3.0,,"339,984USD ","75,012,000원", 
7139,매드디바,4.0,,"568,086USD ","121,284,000원", 
7140,함양상림,5.0,,"51,475USD ","147,579,000원", 
7141,정동사랑,6.0,,"1,083,533USD ","127,238,000원", 
7142,베스트왕자,7.0,,"205,617USD ","183,590,000원", 
7143,리슨트드림,8.0,,"51,475USD ","95,797,000원", 
7144,페더럴킹,1.0,,"172,705,000JPY ",,0JPY 
7145,천세만세,2.0,,"1,570,380USD ",,"64,100USD "
7146,만에하나,3.0,,"51,475USD ",,"16,630GBP "
7147,클리어스토리,4.0,,"205,617USD ",,"121,476USD "
7148,페넘브라,5.0,,"1,810,805USD ","247,760,000원", 
7149,새로운보배,6.0,,"315,015USD ",,"104,085USD "
7150,더블던다스,7.0,,"1,607,774USD ","62,256,000원","34,700USD "
7151,스페셜어게인,8.0,,"695,299USD ","75,782,000원", 
7152,섬싱웰메이드,9.0,,"1,083,533USD ",,0
7153,밸리퀸,1.0,,"491,312USD ","244,933,000원", 
7154,정조의꿈,2.0,,"114,300USD ",,880USD 
7155,아이엠스타,3.0,,"944,900USD ",,0
7156,피케이군주,4.0,,"1,732,000USD ","113,667,000원", 
7157,날아라힐,5.0,,"51,475USD ",,616USD 
7158,프라이빗맨,6.0,,"491,312USD ",,"1,200AUD "
7159,스피드벨,7.0,,"205,617USD ",,"16,285USD "
7160,하늘을달리다,8.0,,"51,475USD ",,"17,358USD "
7161,흰별,9.0,,"568,086USD ",,"2,340USD "
7162,위닝블레이드,10.0,,"1,083,533USD ","64,155,000원", 
7163,논스톱플라잉,11.0,"470,582,000원", ,"119,331,000원", 
7164,위너크라운,12.0,,"493,755USD ",,"8,014USD "
7165,웃게해줄게,1.0,"1,225,505,000원", ,,0
7166,홈커밍,2.0,,"1,290,734USD ",,"49,803USD "
7167,청수빅이어,3.0,,"3,084,278USD ","165,950,000원", 
7168,흥깨비,5.0,,"491,312USD ",0원, 
7169,엄지여왕,6.0,,"315,015USD ",,"80,303USD "
7170,플라잉조이,7.0,,"315,015USD ",,"281,986USD "
7171,에이스윈,8.0,,"3,000USD ","1,500,000원", 
7172,페이버드옵더로드,9.0,,"657,765USD ",,"35,280USD "
7173,브리가디어제너럴,1.0,,"557,300USD ",,"133,879USD "
7174,파노라마뷰,2.0,,"598,786USD ",, 
7175,돌격앞으로,3.0,,"32,400USD ",,750USD 
7176,올댓코리아,4.0,,"454,630USD ",,"23,200USD "
7177,브라운로즈,5.0,,"1,810,805USD ","413,351,000원", 
7178,캐논슈터,6.0,,"922,180USD ",,"48,594USD "
7179,두만강,7.0,,"396,254USD ",,0
7180,야호원더풀캣,8.0,,"1,498,525SAR ",, 
7181,백산군주,1.0,,"804,090USD ","170,290,000원", 
7182,제주의흑선,2.0,,"568,086USD ","90,960,000원",0
7183,정상백호,3.0,,"748,000USD ",,"24,448USD "
7184,장산플라이,4.0,,"51,475USD ",,"12,567USD "
7185,캡틴포스원,5.0,,"142,605USD ",,342USD 
7186,햇빛나,6.0,,"185,417USD ","157,894,000원", 
7187,위즈레이나,7.0,,"1,284,949USD ",,"124,866USD "
7188,트윈제트,8.0,,"444,717USD ",,"28,498USD "
7189,달려라레오,,,0AUD ,,0AUD 
7190,디터미네이션,1.0,,"51,475USD ",,"39,920USD "
7191,크레이지퀸,2.0,,"274,382USD ",,0
7192,스피드흑룡,3.0,,"210,553USD ",,"4,005USD "
7193,초오롱마,5.0,,"662,000USD ",,"21,569USD "
7194,어울더울,6.0,,"1,037,810USD ",,"1,780USD "
7195,스타삭스,7.0,,"1,570,380USD ","137,865,000원", 
7196,달려라라온,8.0,,"3,084,278USD ",,"1,920USD "
7197,행복스타,9.0,,"456,410USD ","75,012,000원", 
7198,백두의태양,10.0,,"1,570,380USD ","104,090,000원", 
7199,달리는웅지,11.0,,"133,833USD ",,"66,678USD "
7200,컬러풀조이,1.0,,"51,475USD ",,"10,265USD "
7201,이스트킹덤,2.0,,"1,607,774USD ","58,653,000원", 
7202,소중한만남,3.0,,"626,671USD ",,"4,134USD "
7203,금아킹덤,4.0,,"8,387,500USD ",,"17,700USD "
7204,바람속으로,5.0,,"1,007,708USD ",,"54,660USD "
7205,특별스타,6.0,,"578,302,000JPY ","181,834,000원", 
7206,스트롱샤인,7.0,,"360,010USD ",,0
7207,엘란,8.0,,"1,503,825USD ",,"3,310USD "
