,Unnamed: 0,순위,마번,중복제거마명,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
24,10,11,10,,큐피드벨,한,암,3세,54,,이현종,강환민,♠서순배,코,430(10),147.8,15,망사눈
25,11,12,7,,화랑스토리,한,암,3세,54,,최범현,배대선,♠박웅진,9,415(-10),129,47.9,망사
26,0,1,9,,아스펜로스,한,거,4세,56.5,,송재철,전승규,♠박남성,,493(-1),1.5,1.1,"Triabit ,망사"
27,1,2,2,,플라이스타,한,수,5세,56.5,,함완식,최봉주,♠오종환,6,522(5),4.1,1.5,
28,2,3,8,,트로트퀸,한,암,3세,54,,문성혁,김동균,♠김영근,4,467(-7),180.5,22.6,
29,3,4,5,,비바챔피언,한,수,4세,53.5,,(-3)김아현,임봉춘,박세용,½,504(-2),20.2,3.1,망사
30,4,5,4,,브이퀸,한,암,4세,54.5,,빅투아르,박윤규,♠박평양,2½,477(16),24.3,3.2,"Triabit ,망사,혀끈"
31,5,6,3,,스위트카카오,한,암,4세,53.5,,(-1)임다빈,심승태,♠김용래,1,473(2),32.2,7.4,망사
32,6,7,1,,스마트블루,한,암,3세,54,,박을운,강환민,♠이종원,½,465(1),8.6,2.1,"계란형큰,망사"
33,7,8,13,,천상성,한,수,4세,56.5,,김효정,최용건,임정균,1¼,486(0),157.4,35,"계란형큰,망사눈"
34,8,9,7,,유로강자,한,수,3세,56,,먼로,신삼영,♠조창규,½,488(2),41.7,2.5,"망사+,망사눈-"
35,9,10,12,,빅에너지,한,수,4세,56.5,,조한별,이관호,♠김광명,1¾,499(-3),53.5,6.8,망사
36,10,11,6,,밀리언퀸,한,암,3세,54,,김태훈,박천서,함운일,¾,478(-1),245.8,38.2,망사눈
37,11,12,11,,젤로스,한,암,4세,54.5,,김옥성,박희철,♠함평제일,4,416(-17),155.8,23.7,"계란형큰,망사"
38,12,13,10,,뉴에이원,한,거,4세,56.5,,조상범,박대흥,임영수,2½,471(-9),51.3,3.8,"계란형큰,망사눈"
39,0,1,2,,나의나라,한,거,4세,56.5,,김용근,강성오,♠이관형,,476(-2),2.8,1.3,"계란형큰,망사눈"
40,1,2,6,,블랙킹,한,수,5세,56.5,,먼로,이신영,♠김두식,5,466(-7),30.9,5.5,망사눈
41,2,3,3,,클라우터,한,거,4세,56.5,,이용호,곽영효,♠김용래,목,461(-3),18.8,3.9,"계란형큰,망사눈"
42,3,4,10,,사우스반,한,암,6세,54.5,,부민호,서범석,♠임종근,2½,430(4),41,7.1,망사+
43,4,5,7,,청산영웅,한,거,3세,56,,유승완,이관호,♠황은호,½,431(-5),14.1,3.1,망사눈
44,5,6,1,,킹마운틴,한,수,3세,56,,박병윤,홍대유,♠이미경,1½,520(2),3.8,1.7,
45,6,7,8,,디바인파워,한,수,5세,56.5,,빅투아르,손영표,류재욱,목,487(3),8.3,2.3,계란형큰
46,7,8,12,,빛의대륙,한,암,3세,54,,김효정,배대선,미리내,½,470(2),17.5,4.5,
47,8,9,9,,뉴스마트,한,암,4세,54.5,,박상우,심승태,♠김태성,4,457(-7),104.5,22.5,
48,9,10,11,,로스트워,한,암,4세,51.5,,(-3)김아현,손영표,♠피엔에스홈즈,3,434(-2),38.6,7.8,망사
49,10,11,4,,남산드림,한,암,4세,54.5,,이현종,박병일,♠이기선,1,495(8),4.3,1.5,"계란형큰,망사눈"
50,11,12,5,,티케이존,한,수,3세,55,,(-1)임다빈,이관호,♠김태권,2,508(1),133.5,22.6,망사+
51,0,1,8,,파워박스,한,수,3세,54,33,김용근,송문길,♠정형철,,469(-5),2.4,1.6,
52,1,2,5,,흥행대박,한,거,4세,56,30,김정준,박병일,♠임동현,머리,449(-2),3.8,1.6,"계란형큰,눈가면"
53,2,3,1,,카우보이킹,한,거,3세,54,31,조한별,최용구,♠강무웅,9,554(-15),21,4,"눈가면,반가지큰"
54,3,4,3,,알찬누리,한,거,5세,55,33,(-1)임다빈,정호익,♠김광명,머리,460(-6),10,2.6,"계란형큰,망사눈"
55,4,5,12,,탑퀄리티,한,거,4세,56,26,최범현,박종곤,♠김정철,코,462(-3),23.1,4.4,망사눈
56,5,6,9,,청담위키드,한,암,4세,54,35,정정희,강환민,♠삼정,1,470(0),25.6,5.7,"망사,혀끈"
57,6,7,7,,예스아이캔,한,거,4세,56,31,박을운,안해양,김길중,2½,472(-14),30.3,5.1,망사눈
58,7,8,2,,큐피드보우,한,수,3세,54,29,함완식,유재길,♠서순배,½,456(-3),15.2,4.2,
59,8,9,14,,플라잉풀문,한,암,4세,54,30,김효정,임채덕,♠김형순,¾,468(-3),114.1,24.3,"망사눈,승인편자,자극판"
60,9,10,11,,승승파워,한,수,4세,56,29,송재철,박천서,이진경,2½,453(-9),47.3,7.7,"망사눈,반가지큰,혀끈"
61,10,11,6,,페더럴아이,한,수,4세,56,31,조상범,지용철,♠금악목장,목,495(1),82.3,9,"Triabit ,망사눈"
62,11,12,4,,데스크탑,한,수,4세,56,31,다비드,배휴준,조금제,4,480(-1),7.1,2.1,망사
63,12,13,13,,돈마,한,수,3세,54,30,이현종,강성오,♠김두식,½,500(-2),20.6,5.1,"눈가면,혀끈"
64,13,14,10,,그레이트한센,한,암,4세,54,27,문성혁,조현수,♠이혜란,목,425(-7),130.3,20.8,
65,0,1,6,,베스트야,한,암,3세,51,28,김용근,이희영,베스트샤인조합,,467(-4),20,3,"망사눈+,눈가면-"
66,1,2,9,,올드스페셜,한,수,4세,56.5,34,정정희,박재우,이진경,코,478(0),12.4,3.5,망사눈
67,2,3,2,,아로마,한,수,5세,56.5,34,송재철,이관호,♠최수군,½,495(-2),3.4,1.4,"계란형큰,망사눈"
68,3,4,14,,마이티선샤인,한,수,3세,54.5,31,이현종,임채덕,손칠규,½,459(4),44.6,9.7,"계란형큰,망사눈"
69,4,5,8,,한강챔프,한,거,3세,54.5,31,최범현,곽영효,♠나기두,목,507(-9),3.4,1.7,
70,5,6,13,,라온더위켄드,한,암,3세,52,30,다비드,박종곤,♠라온산업개발(주),½,483(-2),21.3,5.6,망사눈
71,6,7,3,,댄스머신,한,거,4세,54,29,박을운,박천서,김봉섭,½,468(7),93.7,14.7,"망사눈,반가지큰"
72,7,8,12,,글로벌매직,한,수,3세,54,30,함완식,최상식,♠장재형,½,465(3),15.5,3.1,망사눈
73,8,9,1,,동행,한,암,4세,52.5,30,김효정,우창구,♠배은정,1,459(8),10,3,
74,9,10,11,,프린세스삭스,한,암,4세,55,35,먼로,이신영,♠김창식,½,453(1),6,2.8,양털코
75,10,11,10,,포에버칸,한,수,3세,54,30,김정준,박병일,강태구,코,486(12),43.7,8.1,망사눈
76,11,12,7,,메니원더풀,한,수,3세,54.5,31,유승완,김동균,♠박정배,½,471(-9),24.1,4.9,승인편자
77,12,13,5,,아마존킹,한,거,3세,52.5,27,하정훈,토니,허훈,10,448(-4),17.1,6.7,"계란형큰,망사눈"
78,13,,4,,원평코드,한,수,3세,53,30,(-1)임다빈,정호익,♠김용재,출전제외,500(0),----,----,
79,0,1,4,,바이스로이,한,거,4세,52.5,45,(-3)김아현,임봉춘,김진태a,,484(6),3.3,1.5,"망사,반가지큰"
80,1,2,13,,장산레이저,한,수,4세,58,50,유승완,최용건,♠삼정,1¼,506(-12),2.4,1.3,"계란형큰,망사"
81,2,3,3,,퀵실버키튼,미,거,4세,55.5,47,(-1)임다빈,임채덕,♠황경호,1,482(-2),6.5,1.8,"계란형큰,망사눈"
82,3,4,2,,엠제이포인트,미,암,4세,*52,40,송재철,김동균,♠박민지,코,444(-7),20.4,4.6,
83,4,5,1,,그레이트선더,한,수,4세,*52,37,정정희,최용건,♠조건진,¾,512(-7),10.5,2.5,"계란형큰,망사"
84,5,6,11,,바잉블레이드,한,수,4세,*52,36,다비드,강환민,♠김형란,2½,490(-12),17.9,3.8,"계란형큰,망사눈"
85,6,7,10,,스킬맥스,미,수,3세,*52,36,김효정,박재우,♠김광명,1,456(-7),79,8.7,망사눈
86,7,8,7,,파워타워,한,암,5세,*52,41,김정준,최봉주,윤지중,4,470(0),28.6,5.1,망사
87,8,9,5,,내생애최고,미,수,4세,53.5,41,조한별,안병기,♠우태율,1½,464(-5),37.3,8.3,망사눈
88,9,10,12,,사려니위너,미,암,5세,52,42,조상범,구자흥,♠오영익,코,472(13),92.9,15,"망사눈,반가지큰"
89,10,11,9,,콜조이,한,거,4세,54.5,43,최범현,곽영효,♠이미경,¾,453(-4),19.3,4.3,망사눈
90,11,12,6,,원앤온리,한,암,5세,51,37,방춘식,지용철,♠조용학,2½,495(4),84.2,14.7,눈가면
91,12,13,8,,퀴클리선,미,수,4세,56.5,47,함완식,김동균,이긍열,1¾,521(8),31.1,8.2,망사눈
92,0,1,3,,매직그레이스,한,암,3세,53,39,이현종,서인석,♠최상일,,487(-1),3,1.7,계란형큰
93,1,2,9,,케이엔매직,한,암,4세,55,44,조상범,박대흥,♠조경수,½,490(0),2.6,1.3,"망사,승인편자"
94,2,3,12,,그레이스퀸,한,암,5세,55,37,유승완,홍대유,♠정이철,3,444(1),9.8,2.6,망사눈
95,3,4,11,,드림맥스,한,암,4세,55,41,이용호,임봉춘,♠김호진,¾,545(1),14.9,3.5,망사
96,4,5,4,,에이스솔롱고,한,암,6세,52,49,(-3)김아현,토니,김광두,목,458(5),52.9,5.4,"계란형큰,망사눈"
97,5,6,13,,마성투혼,한,암,5세,55,44,문성혁,서인석,천사들의 안장,1½,466(-4),87.5,8.9,"계란형큰,망사눈"
98,6,7,2,,화씨벽,한,암,5세,55,39,김태훈,우창구,♠장수영,2½,457(9),20.6,4.4,"Triabit ,망사눈"
99,7,8,8,,대지의여걸,한,암,4세,55,37,김용근,강성오,♠김명식,¾,446(-5),10.8,3,망사눈
100,8,9,6,,팬시팬츠,한,암,4세,55,36,다비드,서홍수,윤지중,¾,429(10),45.6,7.1,
101,9,10,5,,최고캠프,한,암,5세,55,36,빅투아르,리카디,♠이강운,¾,490(-13),47.4,9,
102,10,11,7,,월드포스,한,암,3세,53,39,김정준,안병기,♠손병철,코,492(13),11.2,3.6,망사눈
103,11,12,10,,와와여장부,한,암,8세,55,34,지하주,배휴준,곽승용,4,468(7),132,19.1,"계란형큰,망사"
104,12,13,1,,러브레이스,한,암,6세,55,47,최범현,최봉주,♠오호극,3,483(0),16.7,3.5,"계란형큰,망사눈"
105,0,1,8,,소울메리트,미,수,5세,56,65,최범현,박대흥,♠박남성,,533(11),1.4,1.1,승인편자
106,1,2,3,,장산미사일,미,거,4세,56,61,먼로,강환민,♠김병진,½,509(3),5.6,1.7,망사
107,2,3,2,,문학선,미,수,4세,56,51,빅투아르,박병일,♠에스지이건설,4,589(-3),50.2,6.3,
108,3,4,5,,스트라이드업,한,거,6세,56,51,부민호,서범석,♠청팅콩,4,495(3),254.4,33.8,"계란형큰,망사"
109,4,5,6,,세명기상,한,수,6세,53,63,(-3)김아현,배휴준,이기철,1½,520(3),44.7,4.8,"계란형큰,망사눈,혀끈"
110,5,6,7,,럭키월드,한,수,4세,56,49,송재철,심승태,♠윤대우,½,472(1),19.7,3.6,"계란형큰,망사눈"
111,6,7,9,,문학문,미,수,4세,56,59,유승완,홍대유,♠권경자,¾,488(-5),21.8,5.2,망사눈
112,7,8,1,,아미고라로,미,거,5세,56,53,김옥성,박천서,♠김종진,3,455(1),71.7,5.8,"망사눈,반가지큰"
113,8,9,11,,모스트스피드,한,암,4세,54,56,문성혁,서인석,♠고재완,코,451(5),15,3.7,"계란형큰,망사눈"
114,9,10,12,,문학에카티,미,수,5세,56,59,김정준,정호익,♠황봉기,3,517(1),140.1,22.8,망사눈
115,10,11,10,,글로벌조이,미,암,5세,53,55,(-1)임다빈,정호익,♠장재형,2,494(7),16.5,2.3,"계란형큰,망사눈"
116,11,12,4,,스프링킹,미,거,5세,56,52,김효정,토니,♠(주)디알엠씨티,6,479(-8),152.3,11.4,"계란형큰,승인편자,양털코,혀끈"
117,12,13,13,,맥스런,미,암,4세,54,53,함완식,이관호,권기연,6,477(-9),13.2,2.4,"계란형큰,망사"
118,0,1,5,,드림패션,한,수,5세,55,44,김정준,박병일,♠드림커뮤니티,,496(0),10.4,3.1,
119,1,2,10,,라온샹젤리,한,암,4세,55,48,최범현,박종곤,손광섭,2,478(3),6.6,3,망사눈
120,2,3,12,,운외창천,한,암,5세,55.5,49,다비드,우창구,♠장수영,½,495(1),14.2,4.4,"Triabit ,망사"
121,3,4,1,,교룡득수,한,수,5세,56.5,47,송재철,지용철,♠(주)디알엠씨티,2,511(-6),5.9,3,"계란형큰,망사눈"
122,4,5,6,,조이브라더,한,거,5세,56.5,47,빅투아르,리카디,♠이성인,1½,469(-3),4.2,1.6,"계란형큰,망사눈,혀끈"
123,5,6,9,,골든배지,한,암,5세,*52,36,김용근,강성오,♠이경희,목,446(-4),21.3,6.1,"망사눈,반가지큰"
124,6,7,4,,이터널메모리,한,거,5세,57.5,49,정정희,박재우,♠오종택,½,468(-10),14.8,2.9,망사
125,7,8,7,,보디가드,한,수,4세,*52,36,이현종,조현수,♠(주)나스카,코,497(-5),21.8,4.1,"계란형큰,망사,승인편자"
126,8,9,2,,킹칸모르,한,수,5세,57,48,문성혁,서인석,이중연,½,507(-2),32.5,7.2,
127,9,10,11,,아침함성,한,암,4세,54,46,먼로,박희철,♠이미경,¾,427(-7),5,1.9,"계란형큰,망사눈"
128,10,11,8,,스타워즈,한,거,4세,52.5,39,박을운,서홍수,이본희,1¼,456(-1),27.1,7.6,"계란형큰,망사눈"
129,11,12,3,,와일드킹덤,한,수,5세,*52,36,김옥성,배휴준,양현모,1½,557(-5),11,2.8,"Triabit ,망사,혀끈"
130,0,1,4,,심장의고동,한,수,6세,*52,107,송재철,지용철,♠오종환,,509(-5),5.2,2,계란형큰
131,1,2,2,,문학치프,미,수,7세,60,138,빅투아르,정호익,♠권경자,2½,540(8),6.4,2.7,"계란형큰,망사눈"
132,2,3,10,,흑전사,한,수,6세,*52,118,유승완,김동균,김창희,1,488(-3),3.4,1.3,망사눈
133,3,4,8,,위너골드,미,수,7세,*52,118,먼로,우창구,♠전영범,2½,488(-6),6.2,2.2,"Triabit ,망사"
134,4,5,9,,슈퍼삭스,미,거,7세,*52,118,이현종,리카디,♠김창식,2,505(-3),15.3,3.3,"망사,승인편자"
135,5,6,3,,브리가디어제너럴,호,수,6세,*52,102,부민호,서범석,♠청팅콩,1¼,486(-5),3.6,1.4,망사눈
136,6,7,5,,문학타이거,미,수,6세,*52,95,다비드,박재우,♠황봉기,목,498(-7),129.2,19.3,혀끈-
137,7,8,1,,샴로커,미,수,9세,52.5,123,김용근,송문길,♠최몽주,5,520(5),14.2,2.9,망사
138,8,9,7,,명품축제,한,수,6세,*52,89,박을운,김점오,♠백경무,9,524(-2),60.8,5.1,"계란형큰,망사,혀끈"
139,9,10,6,,원더풀이블,한,수,6세,*52,85,조한별,서범석,♠지대섭,8,483(-7),133.3,18.9,"계란형큰,망사눈"
0,0,1,5,,라온더펄,한,암,3세,54,,문세영,박종곤,손광섭,,454(2),1.4,1.1,망사눈
1,1,2,4,,그린드래건,한,암,3세,54,,김정준,홍대유,♠김재영b,6,475(-4),4,1.3,
2,2,3,7,,퀸오브레이싱,한,암,3세,54,,김태훈,배휴준,김진철,코,419(-4),37.8,5.5,"계란형큰,눈가면,혀끈"
3,3,4,9,,시티참,한,암,3세,54,,송재철,송문길,♠김세민,7,416(-13),33.2,3.3,망사눈
4,4,5,2,,하이파크,한,암,3세,54,,조상범,임봉춘,♠박민지,1¾,479(8),92.5,10.5,망사눈
5,5,6,3,,바람살,한,암,3세,54,,이용호,최상식,제일사료(주),1¼,471(2),91.5,4.9,망사
6,6,7,1,,헤라블레이드,한,암,3세,54,,김용근,토니,♠김형란,2½,414(1),12.1,1.9,"계란형큰,양털코"
7,7,8,8,,마이티앤,한,암,3세,54,,김효정,서홍수,♠조병태,1,420(-17),83.4,9.5,망사
8,8,9,6,,기쁨환희,한,암,3세,54,,하정훈,이준철,김경남,3,457(-2),10.5,1.6,
9,9,10,10,,천스닥,한,암,3세,54,,조한별,김윤섭,조금제,½,452(2),448.1,38.9,눈가면
10,0,1,1,,와일드삭스,한,수,3세,56,,김정준,이관호,♠김창식,,454(-2),4.2,1.3,망사
11,1,2,4,,플라잉아테나,한,암,3세,54,,문세영,이신영,♠김형순,코,484(-7),2.3,1.1,"계란형큰,망사"
12,2,3,7,,어나더레벨,한,암,3세,54,,문성혁,전승규,♠이관형,1¼,480(3),31.7,3.7,망사눈
13,3,4,3,,터치나인,한,수,3세,56,,김용근,강성오,강현철,¾,470(-10),3.8,1.5,"망사눈+,혀끈,망사-"
14,4,5,2,,올가림,한,수,3세,56,,김태훈,지용철,임수복,2,500(-15),4.1,1.3,망사눈
15,5,6,8,,이스트트로스,한,암,4세,54.5,,이현종,서인석,♠김영구,5,495(6),124.6,12.4,자극판
16,6,7,6,,글로벌캐슬,한,암,3세,54,,송재철,홍대유,♠송한우,머리,455(-1),133.3,10.3,
17,7,8,5,,피엔에스갬블,한,수,3세,56,,임다빈,조현수,♠피엔에스커튼월,1¼,492(3),56.5,4.8,"계란형큰,망사눈"
18,0,1,5,,두손판타스틱,한,수,3세,53.5,29,장추열,정호익,이도명,,469(-8),5.1,1.7,망사눈
19,1,2,4,,엑톤질주,한,수,4세,53,27,최범현,손영표,♠황경호,4,485(1),4.3,1.6,
20,2,3,3,,챔피언가문,한,거,4세,55.5,32,조상범,박대흥,(주)케이씨피,1,478(10),3,1.3,"계란형큰,양털코"
21,3,4,6,,블랙루키,한,암,4세,52.5,30,먼로,강성오,이용대,코,457(-1),3.1,1.2,망사눈
22,4,5,8,,원더풀스톰,한,수,5세,57,35,부민호,서범석,♠지대섭,7,470(-6),38.9,6,혀끈-
23,5,6,7,,비엔토,한,암,4세,52.5,30,박을운,심승태,전영애,3,440(-1),10.2,2.3,망사눈
24,6,7,1,,울트라시대,한,암,4세,*52,25,조한별,안병기,♠조명식,¾,472(-10),70.2,10.5,"눈가면,반가지큰"
25,7,8,2,,이스트포인트,호,거,5세,56.5,34,김효정,박재우,♠김영구,8,447(-16),29.8,4.7,망사눈
26,0,1,8,,장산포이즌,한,수,3세,55,32,문세영,최용건,♠김병진,,452(1),1.8,1.2,"계란형큰,망사눈"
27,1,2,12,,아이스스타,한,거,4세,54.5,30,먼로,이관호,♠이경희,½,485(4),25.2,2.8,"계란형큰,망사눈"
28,2,3,13,,케이엔언더킹,한,거,4세,56,33,최범현,박대흥,♠조경수,½,448(-14),7.5,2,"계란형큰+,망사,혀끈"
29,3,4,11,,이스트질주,한,수,4세,54.5,30,장추열,정호익,♠김영구,5,473(-5),84.3,4.7,눈가면
30,4,5,2,,제이트로스,한,암,3세,54,34,김정준,송문길,♠허장원,1,483(9),2.5,1.2,"계란형큰+,망사,반가지큰-"
31,5,6,7,,영웅대마,한,거,4세,53,27,임다빈,정호익,♠김광명,머리,479(1),51.7,5.9,망사눈
32,6,7,9,,트루,한,암,5세,*52,22,정정희,조현수,♠이혜란,코,450(4),164.3,15.8,망사눈
33,7,8,4,,소우주,한,수,4세,52,25,조한별,안병기,♠우태율,2½,505(20),66.3,4.1,계란형큰
34,8,9,5,,럭셔리킹,한,수,4세,53.5,28,김효정,김동철,♠김명식,1,460(5),136.5,8.4,
35,9,10,10,,정문최강,한,거,4세,53.5,28,이현종,홍대유,♠김재영b,¾,515(-3),58.2,11.9,혀끈
36,10,11,14,,대한챔프,한,수,6세,*52,21,하정훈,서정하,대한사료,코,471(-6),220.9,30.6,
37,11,12,1,,킹심바,한,거,4세,54,29,김용근,강성오,♠이관형,1½,479(-4),55.3,5.9,"망사눈,반가지큰+,혀끈+,계란형큰-"
38,12,13,6,,골드윙,한,수,3세,53.5,29,송재철,최영주,말사모,¾,460(2),124.1,12.5,망사눈
39,13,14,3,,엠제이퀸,한,암,4세,*52,27,조상범,손영표,♠박정재,14,484(6),202.8,22.2,"계란형큰,망사눈"
40,0,1,14,,패션드패션,한,암,4세,55,34,정정희,최용건,이미양,,419(3),32.5,9.2,"계란형큰,망사눈"
41,1,2,13,,퍼텐셜에너지,한,암,5세,55,29,문성혁,김동철,♠박재범,1½,482(0),46.8,9.6,망사
42,2,3,10,,큐피드점보,한,암,3세,53,31,임다빈,이희영,♠서순배,1¼,499(-1),2.3,1.4,"망사,반가지큰+"
43,3,4,5,,퀸오브베스트,한,암,4세,55,28,박을운,조현수,♠신우철,1,448(-4),4.9,2,망사눈
44,4,5,6,,블레싱로드,한,암,7세,55,32,부민호,서범석,♠무라카미 켄세이,1¼,403(-2),15.9,2.7,"계란형큰,망사"
45,5,6,4,,유롱스타,한,암,5세,55,28,장추열,정호익,♠에릭 코,코,476(8),28.2,2.9,망사눈
46,6,7,2,,원더풀금성,한,암,4세,55,25,김용근,신삼영,♠조창규,1¼,448(-11),36,5.3,망사
47,7,8,12,,실버스타,한,암,3세,53,30,빅투아르,최용건,♠(주)나스카,코,434(-3),20.9,5.1,망사
48,8,9,7,,일향달마,한,암,4세,55,26,김태훈,조현수,이창모,1¼,443(-1),143.9,26.1,"계란형큰,망사"
49,9,10,9,,화이트윙,한,암,4세,55,28,송재철,이신영,구리야마 타다시,1,487(-7),66.2,8.9,계란형큰
50,10,11,11,,원더풀섀도우,한,암,3세,53,30,조상범,강환민,♠지대섭,코,460(15),9.7,4.1,"계란형큰,망사눈"
51,11,12,3,,케이엔메니퀸,한,암,4세,55,28,먼로,박대흥,♠조경수,목,499(0),5.7,2.1,"계란형큰,망사"
52,12,13,1,,피엔에스수,한,암,3세,53,30,하정훈,이준철,♠피엔에스홈즈,7,377(-13),67.7,15.5,망사눈+
53,13,14,8,,쇠와꽃,한,암,4세,55,30,최범현,곽영효,♠김용재,29,473(-5),14.3,4,"계란형큰,망사눈"
54,0,1,12,,와일들리로맨틱,미,수,4세,56,50,문세영,안병기,♠우태율,,457(-6),3.5,1.6,망사눈
55,1,2,4,,포에버드림,한,거,3세,54,36,먼로,이관호,이진경,1¼,472(-1),13.4,2.6,망사눈
56,2,3,10,,문학스트롱,미,수,3세,54,36,빅투아르,박종곤,♠권경자,2½,441(1),41.4,5.5,"망사눈,반가지큰-"
57,3,4,9,,논스톱리워드,미,거,4세,56,38,신형철,신삼영,♠태립,3,463(4),36.8,5.5,"계란형큰,망사눈"
58,4,5,2,,베스트타임,한,암,4세,54,42,송재철,임봉춘,♠박정재,2,462(-1),4.7,1.6,망사눈
59,5,6,5,,그린와트,미,암,5세,54,36,김효정,홍대유,♠김재영b,½,494(-10),28.5,3.3,망사눈
60,6,7,8,,엉클벨,미,거,5세,56,44,김정준,이신영,♠오종택,2,476(-23),98.6,10.5,
61,7,8,11,,금아키튼,한,수,5세,56,40,임다빈,이신영,♠금아산업(주),1½,510(-15),23.7,3.3,"계란형큰,망사눈,혀끈"
62,8,9,6,,천지광풍,미,수,3세,54,50,김용근,박윤규,♠김영선,1¾,498(5),2,1.3,"망사,승인편자"
63,9,10,1,,프린스,미,수,3세,54,36,이현종,박재우,♠권경자,1,526(-14),128.6,27.7,망사눈
64,10,11,7,,블랙펀치,미,거,5세,56,36,조상범,박종곤,강태구,2,488(-3),72,20.7,
65,11,12,3,,호크행진곡,한,거,6세,56,49,다비드,최봉주,♠오종환,코,487(-3),32.3,5.1,"망사눈,혀끈"
66,0,1,3,,선더챔프,한,수,4세,56,33,조한별,홍대유,♠최동근,,461(2),8.7,2.7,계란형큰
67,1,2,7,,불의가속,한,거,4세,56,26,이현종,손영표,신상섭,6,434(-4),59,14.1,"계란형큰,망사눈"
