,Unnamed: 0,Unnamed: 0.1,순위,마번,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황,말전적
1757,26,0,1.0,11,실버스타,한,암,2세,53,,먼로,최용건,♠(주)나스카,,434(-6),6.3,1.4,망사,6(1/0/0)
1758,27,1,2.0,2,아마존킹,한,수,2세,55,,안토니오,토니,허훈,4,452(-3),1.7,1.1,"계란형큰,망사눈",5(0/2/0)
1759,28,2,3.0,7,질주전사,한,수,2세,55,,조한별,김동균,김조은,1,481(-9),27.8,5.7,,8(0/1/2)
1760,29,3,4.0,3,워리어선더,한,거,4세,56,,유승완,최봉주,윤지중,½,493(4),6.5,2.3,"계란형큰,눈가면",12(0/2/1)
1761,30,4,5.0,1,알사이먼,한,암,2세,53,,하정훈,신삼영,♠박정배,½,432(2),41.3,5.8,망사눈+,3(0/0/0)
1762,31,5,6.0,12,메이블레이드,한,암,2세,53,,김용근,이준철,♠김형란,코,434(-8),36.4,8.8,망사눈-,5(1/0/0)
1763,32,6,7.0,8,질주에바다,한,수,2세,55,,문성혁,서인석,♠고재완,2½,456(-16),15.1,2.7,망사눈,6(0/0/1)
1764,33,7,8.0,5,케이엔특급,한,거,3세,52,,(-4)김태희,박대흥,♠조경수,1,450(-2),15.5,3.9,망사,
1765,34,8,9.0,6,컨트리로드,한,수,3세,56,,박상우,박병일,♠김정철,¾,508(-7),71.7,14.3,,8(0/1/0)
1766,35,9,10.0,10,바람살,한,암,2세,53,,문정균,최상식,제일사료(주),머리,470(-10),204.0,29.3,망사,6(0/0/0)
1767,36,10,11.0,4,러너몬스터,한,수,2세,55,,최원준,최영주,말사모,1¼,443(0),79.4,22.6,망사눈,6(0/0/0)
1768,37,11,12.0,13,명진캔디,한,암,3세,54,,박현우,임봉춘,♠(주)자성실업,1,474(-5),14.2,3.7,눈가면,10(0/0/0)
1769,38,12,13.0,14,상승행진,한,수,3세,52,,(-4)김아현,지용철,곽태훈,3,475(5),49.0,10.7,계란형큰,18(1/1/0)
1770,39,13,14.0,9,천지의빛,한,암,2세,53,,김동수,김동균,♠최임규,3,440(1),107.6,18.1,망사눈,5(0/0/0)
1771,40,0,1.0,14,정문폭주,한,수,3세,56,,이용호,홍대유,♠김재영b,,502(-23),26.0,4.2,망사,11(2/0/0)
1772,41,1,2.0,8,승승파워,한,수,3세,56,,박병윤,박천서,이진경,1¾,467(0),6.0,1.6,"망사눈,반가지큰,혀끈",12(0/1/2)
1773,42,2,3.0,13,스마트파워,한,수,3세,56,,김용근,송문길,김은갑,4,465(7),6.7,1.5,망사,10(1/0/1)
1774,43,3,4.0,3,야스,한,암,3세,54,,김옥성,김윤섭,조금제,목,491(-4),51.9,9.9,망사,
1775,44,4,5.0,5,천지지대,한,수,2세,55,,송재철,곽영효,♠최임규,1,490(-4),1.5,1.1,"망사눈+,망사-",5(0/1/1)
1776,45,5,6.0,11,한라의원석,한,암,3세,54,,조상범,박대흥,강홍수,1,475(-6),27.6,6.4,"망사+,혀끈-",
1777,46,6,7.0,6,과천신세계,한,암,3세,54,,하정훈,신삼영,♠김성진,1¼,482(-7),70.6,7.2,"계란형큰,망사+,혀끈",15(0/0/1)
1778,47,7,8.0,9,머니탑,한,암,2세,50,,(-4)김태희,배대선,박상헌,2½,485(-2),50.6,4.3,"계란형큰+,망사",6(0/0/0)
1779,48,8,9.0,7,천문,한,수,3세,56,,문정균,배휴준,조금제,목,484(-6),45.9,7.7,"망사눈,혀끈+",11(0/2/0)
1780,49,9,10.0,12,투에이스,한,거,3세,56,,조한별,임채덕,김순건,코,474(0),203.2,19.3,망사,6(0/0/0)
1781,50,10,11.0,4,최강돌진,한,수,3세,56,,부민호,김동철,♠김선식,머리,503(0),54.7,10.4,망사,
1782,51,11,12.0,1,골든스타,한,수,3세,56,,김귀배,서인석,김재성b,¾,477(-21),87.7,35.4,계란형큰,
1783,52,12,13.0,2,구름타고,한,거,3세,56,,방춘식,지용철,김종식,5,475(3),15.9,3.0,"계란형큰,망사눈",
1784,53,13,14.0,10,기적의힘,한,수,3세,56,,박상우,유재길,이장운,9,428(-5),273.4,74.2,망사눈,
1785,54,0,1.0,2,참좋은친구,한,암,2세,53,32.0,문세영,이준철,♠임한용,,479(1),1.3,1.1,,6(3/0/1)
1786,55,1,2.0,4,엠제이베스트,한,수,3세,55.5,31.0,이혁,임봉춘,♠박정재,7,489(4),14.4,1.7,"계란형큰,망사눈",14(3/3/1)
1787,56,2,3.0,12,그레이캣,한,수,3세,51,28.0,(-4)김태희,서홍수,♠김명식,½,454(0),20.5,4.6,"계란형큰,망사눈",13(1/3/3)
1788,57,3,4.0,10,데스크탑,한,수,3세,55.5,31.0,조상범,배휴준,조금제,목,478(2),56.8,5.2,망사,13(1/1/1)
1789,58,4,5.0,8,쿨프린세스,한,암,3세,53,30.0,박을운,임채덕,이용대,1¼,479(-1),35.9,5.9,"Triabit ,망사",15(1/2/2)
1790,59,5,6.0,6,천마비상,한,암,3세,51.5,27.0,김용근,서인석,정승희,2,457(-15),19.0,3.4,"계란형큰+,망사눈",6(0/3/0)
1791,60,6,7.0,3,런던퀸,한,암,3세,53.5,31.0,김효정,안해양,임현성,1¼,449(-9),142.2,7.9,계란형큰,12(1/1/1)
1792,61,7,8.0,1,크레이지탱크,한,수,3세,55,30.0,부민호,신삼영,♠서창식,2½,499(7),17.0,4.3,망사눈,9(2/0/0)
1793,62,8,9.0,11,매드블레이드,한,거,3세,55.5,31.0,박병윤,강환민,♠김형란,목,449(-5),194.1,15.8,"계란형큰,망사눈",
1794,63,9,10.0,9,보리보리,한,암,3세,*52,27.0,이용호,임봉춘,피닉스,1,416(5),146.1,17.2,눈가면,14(0/2/1)
1795,64,10,11.0,7,골드스파이크,한,암,3세,54,32.0,송재철,송문길,박복용,1,487(-2),23.1,4.0,망사눈,12(1/0/1)
1796,65,11,12.0,14,엠제이퀸,한,암,3세,52,28.0,문정균,손영표,♠박정재,22,478(-1),156.1,15.1,"계란형큰,망사눈",9(1/0/1)
1797,66,12,13.0,5,유쾌한선택,한,수,2세,54.5,31.0,정정희,박재우,♠김세권,3,500(1),6.4,1.9,망사눈,5(0/2/2)
1798,67,13,,13,카우보이킹,한,거,2세,54.5,31.0,안토니오,최용구,♠강무웅,출전제외,572(6),----,----,반가지큰,4(1/0/1)
1799,68,0,1.0,5,포에버드림,한,거,2세,54,30.0,안토니오,이관호,이진경,,479(-2),29.6,9.4,망사눈,6(2/1/0)
1800,69,1,2.0,14,스마트전사,한,거,3세,53.5,27.0,이용호,송문길,♠김태성,코,484(8),102.0,22.6,망사,8(0/3/0)
1801,70,2,3.0,13,베스트천상,한,암,3세,55,34.0,조인권,박천서,베스트샤인조합,½,452(-3),14.2,2.7,"망사눈,반가지큰",13(1/1/6)
1802,71,3,4.0,6,스마트하이,한,암,3세,53,30.0,유승완,최용건,김창호,1½,490(5),18.7,3.2,,8(1/1/1)
1803,72,4,5.0,9,쇠와꽃,한,암,3세,54,32.0,최범현,곽영효,♠김용재,코,483(-5),12.6,2.3,"계란형큰,망사눈",11(1/2/1)
1804,73,5,6.0,4,엑톤질주,한,수,3세,53.5,29.0,(-1)임다빈,손영표,♠황경호,¾,485(1),39.6,5.8,,9(1/2/0)
1805,74,6,7.0,1,세명강자,한,암,4세,*52,26.0,문정균,서정하,이기철,4,452(-7),60.1,8.6,"계란형큰,망사눈",15(0/0/3)
1806,75,7,8.0,10,두손판타스틱,한,수,2세,54,30.0,장추열,정호익,이도명,½,478(-1),24.0,4.0,망사눈,7(2/1/0)
1807,76,8,9.0,2,메니골드,한,암,2세,54,34.0,문세영,박대흥,♠홍종철,머리,523(3),1.6,1.2,망사+,4(1/1/0)
1808,77,9,10.0,12,포에버칸,한,수,2세,54,30.0,김정준,박병일,강태구,1,471(-13),29.4,5.3,망사눈,4(1/0/0)
1809,78,10,11.0,11,모닝뉴스,한,암,3세,51,30.0,(-4)김아현,최용건,♠(주)나스카,목,455(-5),204.7,31.8,"계란형큰,망사",13(1/1/0)
1810,79,11,12.0,8,파인팜,한,암,2세,52,30.0,다비드,박재우,♠럭키팜,½,480(7),9.2,3.1,망사눈,4(1/0/0)
1811,80,12,13.0,3,프린세스삭스,한,암,3세,55,34.0,이현종,이신영,♠김창식,4,460(4),7.3,1.9,양털코,11(2/1/2)
1812,81,13,14.0,7,플라잉빅터,한,수,3세,55,30.0,조상범,강성오,♠김형순,1¼,484(-10),168.5,23.7,"계란형큰,눈가면,승인편자",
1813,82,0,1.0,4,머니시장,한,암,4세,55.5,42.0,최범현,배대선,박상헌,,453(0),3.5,1.4,망사,16(2/3/3)
1814,83,1,2.0,9,안양호랑이,한,암,4세,52.5,36.0,김옥성,홍대유,(주)에이에프피,1½,465(-13),18.5,5.1,망사눈,17(2/2/1)
1815,84,2,3.0,1,피노시스터,미,암,4세,52.5,36.0,조인권,박천서,♠박병룡,2,480(8),18.9,3.4,"눈가면,자극판,혀끈",12(0/1/1)
1816,85,3,4.0,10,베스트타임,한,암,3세,55.5,42.0,송재철,임봉춘,♠박정재,½,470(13),4.4,1.5,망사눈,15(1/6/1)
1817,86,4,5.0,3,대지의여걸,한,암,3세,53,37.0,조한별,강성오,♠김명식,1,459(1),11.0,2.5,망사눈,15(2/2/1)
1818,87,5,6.0,8,월드포스,한,암,2세,53,39.0,김정준,안병기,♠손병철,2,479(-7),3.0,1.5,망사눈,5(2/0/1)
1819,88,6,7.0,2,최고캠프,한,암,4세,53,37.0,정정희,리카디,♠이강운,1¼,503(5),19.1,4.8,"계란형큰-,망사눈-",13(3/0/2)
1820,89,7,8.0,5,그린와트,미,암,4세,52.5,36.0,이혁,홍대유,♠김재영b,½,498(-5),8.4,2.4,망사눈,18(0/0/1)
