,자식마명,부마원,부마달러,모마원,모마달러
72,['스마일메모리'],,"1,606,000USD ",,0AUD 
73,['더킹'],,"158,713AUD ","202,949,000원", 
74,['예상백승'],,"396,254USD ","77,332,000원", 
75,['스트롱샤인'],,"360,010USD ",,0 
76,['러블리누트'],,"1,732,000USD ","716,613,000원","1,780USD "
77,['초원의찬가'],,"1,610,604USD ","336,938,000원", 
78,['소박한인생'],,"568,629,000JPY ",,0 
79,['천리'],,"568,086USD ",,"54,158USD "
80,['손오공'],,"907,470USD ","98,521,000원", 
81,['대완마'],,"51,475USD ",,"80,303USD "
82,['원더풀플라이'],,"254,672USD ","28,230,000원", 
83,['가온포스'],,"51,475USD ","408,630,000원", 
84,['명품축제'],,"172,705,000JPY ","420,130,000원", 
85,['원더풀이블'],,"254,672USD ",,"3,065,000JPY "
86,['원더풀트루스'],,"416,475,000JPY ","296,100,000원", 
87,['업라이트'],,"1,570,380USD ","123,912,000원", 
88,['룰즈이천'],,"3,084,278USD ","258,854,000원", 
89,['킹엔아이'],"1,861,967,000원", ,,"34,400USD "
90,['라온제임스'],,"416,475,000JPY ",, 
91,['문학치프'],,"1,634,200USD ",,"95,940USD "
92,['샴로커'],,"438,949USD ",,"7,200USD "
93,['천마'],,"698,574USD ",,"5,859USD "
94,['금투사'],,"163,133USD ","174,340,000원", 
95,['큐피드파워'],,"795,071USD ",,0 
96,['원더볼트'],,"171,783USD ",,"216,349USD "
97,['스트롱로드'],,"548,595USD ",,"31,669USD "
98,['테마등극'],,"1,732,000USD ","232,483,000원", 
99,['청담대로'],,"638,822USD ",,"1,900USD "
