,자식마명,부마원,부마달러,모마원,모마달러
54,['오피엠제이'],,"51,475USD ",,"137,917USD "
55,['서울명가'],"1,861,967,000원", ,"45,240,000원", 
56,['원더풀팡팡'],,"493,755USD ","248,896,000원", 
57,['경국지마'],,"3,545,062USD ",,"25,000JPY "
58,['오케이데이'],,"915,075USD ",,"6,315USD "
59,['윈드스카이'],,"416,475,000JPY ","127,806,000원", 
60,['거탑'],,"371,623,500JPY ","174,206,000원", 
61,['풍문으로'],,"1,889,766USD ",,"32,476USD "
62,['달순이'],,"51,475USD ","109,680,000원", 
63,['에드윈'],,"254,672USD ",,0 
64,['광폭주행'],,"315,015USD ","71,085,000원",0 
65,['리얼강자'],,"85,630,000JPY ",,"11,300,000JPY "
66,['매드모이라이'],,"114,300USD ",0원, 
67,['패스티스트'],,"163,133USD ",,"106,365USD "
68,['낭만스타'],,"3,187,232USD ","210,254,000원", 
69,['델타브라더'],,"315,015USD ",,0 
70,['퍼스티지'],,"163,133USD ",,"170,595USD "
71,['레이즈미업'],,"1,570,380USD ","44,398,500원", 
72,['와니케이'],,"315,015USD ",,0 
73,['백두의태양'],,"1,570,380USD ","104,090,000원", 
74,['하드프린세스'],,"1,570,380USD ",,"898,000JPY "
75,['아스테르'],,"85,630,000JPY ","122,395,000원", 
76,['맥파이'],,"278,406USD ",,"47,584USD "
77,['반지의함성'],,"1,503,825USD ",,"5,140USD "
78,['인디레이디'],,"2,612,516USD ",,"129,424USD "
79,['아레스선더'],,"1,570,380USD ","134,698,000원", 
80,['선더머니'],,"114,300USD ","145,668,800원", 
81,['흥깨비'],,"491,312USD ",0원, 
82,['실버디자인'],,"1,810,805USD ",,"42,652USD "
83,['한일매직'],,"493,755USD ",,"6,570USD "
84,['축복의열매'],,"1,732,000USD ","167,070,000원", 
85,['정문케이'],,"315,015USD ","102,480,000원", 
86,['창성일호'],,"3,545,062USD ","106,239,000원", 
87,['샛별이'],,"133,833USD ","52,174,000원","9,525NZD "
88,['매치퀸'],,"1,083,533USD ",,"82,046USD "
89,['요리조리'],,"1,037,810USD ",,0 
90,['골드블루매직'],,"710,480USD ",,"8,740AUD "
91,['에모리삭스'],,"405,730USD ",,612USD 
92,['파이널에센스'],,"1,227,875AUD ",, 
93,['소울리마제스틱'],,"239,229USD ",,"148,804USD "
94,['달려라레오'],,0AUD ,,0AUD 
95,['영광의댄스'],,"1,146,340USD ",,"152,760CAD "
96,['금성여왕'],,"194,608USD ",,"132,336USD "
97,['스트롱큐피드'],,"529,566USD ",,"13,491USD "
98,['더불어숲'],,"210,553USD ","150,992,000원", 
99,['두만강'],,"396,254USD ",,0 
100,['스트롱러너'],,"416,475,000JPY ","39,730,000원", 
101,['몬스터퀸'],,"278,406USD ",,0 
102,['제주의흑선'],,"568,086USD ","90,960,000원",0 
103,['강철시대'],,"1,610,604USD ",,"21,527USD "
104,['에이스캔트'],,"516,977USD ",,"14,766USD "
105,['사이먼리치'],,"274,382USD ",,0 
106,['광야불기둥'],,"3,084,278USD ",,"8,764USD "
107,['슈마'],,"51,475USD ","37,873,000원", 
108,['승리나래'],,"163,133USD ",,"25,310USD "
109,['커버걸저스티스'],,"1,353,125USD ",,0 
110,['최강고수'],,"719,130USD ",,"23,330USD "
111,['승리사랑'],,"3,187,232USD ",,"232,267USD "
112,['대군제패'],,"224,684USD ",,"179,408USD "
113,['그레이트조이'],,"818,225USD ",,"27,850USD "
114,['백산군주'],,"804,090USD ","170,290,000원", 
115,['블루마스타'],,"1,046,381USD ",,"6,321USD "
116,['삼육으뜸'],,"2,746,060USD ",,0 
117,['잘루지'],,"742,640USD ",,"109,920USD "
118,['화이어드림'],,"1,283,145USD ",,"8,008USD "
119,['러브잇'],,"459,300USD ",,"113,100USD "
120,['와와여장부'],,"315,015USD ",,0 
121,['실버울프'],,"771,359USD ",,"68,700AUD "
122,['마스크'],,"416,475,000JPY ",,0 
123,['파노라마쇼'],,"1,080,700USD ",,"119,806USD "
124,['가온챔프'],,"1,503,825USD ","408,630,000원", 
125,['청담도끼'],,"1,146,340USD ",,"8,740USD "
126,['천지가'],,"703,884USD ",,"2,845USD "
127,['리드머니'],,"396,254USD ",,"2,575USD "
128,['파랑주의보'],,"385,807USD ",,0 
129,['천지스톰'],,"7,712,841USD ",,"50,350USD "
130,['신의명령'],,"1,810,805USD ",,0GBP 
131,['슈퍼플루이드'],,"4,368,214USD ",,"35,280USD "
132,['위너레드'],,"232,895USD ",,0 
133,['최강실러'],,"2,088,853USD ",,"39,720USD "
134,['케이엔블루'],,"804,090USD ",,0 
135,['이겨주마'],,"1,889,766USD ",,"24,815USD "
136,['서울의별'],,"568,629,000JPY ","217,833,000원", 
137,['황금비상'],,"10,501,800USD ",,"89,509USD "
138,['알파칸'],,"3,545,062USD ",,600AUD 
139,['붕마드림'],,"444,066USD ",,0 
140,['대박이다'],,"1,721,297USD ",,"112,524USD "
141,['아르고플라잉'],,"51,475USD ",,"21,215USD "
142,['로열파크'],,"612,935USD ",,0 
143,['농본대로'],"1,225,505,000원", ,"198,155,000원", 
144,['좋은인연'],,"568,086USD ","72,456,000원","42,845USD "
145,['우리가본'],,"114,825GBP ",,0 
146,['브릴리언트'],,"339,984USD ","111,618,000원", 
147,['머니대륙'],,"568,629,000JPY ","213,750,000원", 
148,['참빛'],,"1,503,825USD ",,0AUD 
149,['이스크라'],,"568,629,000JPY ","16,946,000원", 
150,['스위틀리휴머'],,"456,410USD ",,"1,713USD "
151,['볼드나이너'],,"456,410USD ",,"31,515USD "
152,['천강성'],,"210,553USD ","269,786,000원", 
153,['진격의천마'],,"1,779,012USD ",,"1,470USD "
154,['기븐위켄드'],,"1,083,533USD ","162,170,000원", 
155,['라온프라이머'],,"70,961,000JPY ","110,852,000원", 
156,['운악하비오'],,"339,984USD ",,"240,722USD "
157,['블랙파티'],,"51,475USD ",,"158,787USD "
158,['수호'],,"695,299USD ",,"14,615USD "
159,['탑라인'],,"1,732,000USD ",,0 
160,['최강매직'],,"1,810,805USD ","213,647,000원", 
161,['블레이드스톰'],,"185,213USD ",,"19,245USD "
162,['로드힐스톰'],,"416,475,000JPY ",0원, 
163,['대싱카누'],,"568,629,000JPY ","201,285,000원", 
164,['슈퍼빅터'],"1,861,967,000원", ,"44,398,500원", 
165,['신라대장군'],,"51,475USD ",,0 
166,['불패함성'],,"1,570,380USD ",,"70,918USD "
167,['비바킹'],,"396,254USD ",,"12,380EUR "
168,['한얼스타'],,"155,757USD ",,"1,429USD "
169,['메니스마트'],,"1,732,000USD ","138,070,500원", 
170,['사려니킹'],,"568,086USD ","80,558,000원", 
171,['베스트메이드'],,"456,410USD ","24,493,000원", 
172,['해왕'],,"493,755USD ","45,600,000원", 
173,['달달이'],,"456,410USD ",,"94,885USD "
174,['미스평촌'],,"1,503,825USD ",,"90,330USD "
175,['수제비'],"435,833,000원", ,"51,001,000원", 
176,['논스톱플라잉'],"470,582,000원", ,"119,331,000원", 
177,['서울스토리'],,"339,984USD ","126,518,000원", 
178,['뭉치'],"689,387,200원", ,"50,960,000원", 
179,['맘마로마'],,"1,083,533USD ","51,491,000원", 
180,['우대륭'],,"3,924,648USD ",,"176,880USD "
181,['희망스타'],,"416,475,000JPY ","115,441,000원", 
182,['슈퍼여왕'],,"371,623,500JPY ","110,964,000원", 
183,['레이징엔젤'],,"163,133USD ","98,521,000원", 
184,['마하탄생'],,"1,064,727USD ",,"170,220USD "
185,['대천보우'],,"491,312USD ","52,048,000원", 
186,['그린사랑'],,"1,103,496USD ",,0 
187,['아이엠위너'],,"396,254USD ","228,472,000원", 
188,['속보왕위'],,"163,133USD ","46,050,000원",0AUD 
189,['금아슈프림'],,"1,503,825USD ",,"12,590USD "
190,['라온제왕'],,"617,310USD ",,"4,200USD "
191,['럭키팩토리'],,"568,086USD ",,0 
192,['인디언보스'],,"617,310USD ","132,500,000원", 
193,['빛나는루비'],,"1,570,380USD ","129,643,000원", 
194,['천세만세'],,"1,570,380USD ",,"64,100USD "
195,['행복의내일'],,"3,545,062USD ",,"15,984USD "
196,['정동독주'],,"1,607,774USD ",,"89,509USD "
197,['백두거포'],,"114,300USD ","175,248,000원", 
198,['명마질주'],,"172,705,000JPY ",0원, 
199,['베스트맨'],,"3,545,062USD ","37,873,000원", 
200,['메인이벤트'],,"456,410USD ","262,308,000원", 
201,['정상여신'],,"51,475USD ","413,351,000원", 
202,['명진맨'],,"3,728,170USD ",,"402,551USD "
203,['라온미라클'],,"410,376,000JPY ",,"7,000,000JPY "
204,['불후의명곡'],,"3,084,278USD ",,"39,185USD "
205,['금빛탄환'],,"254,672USD ","28,170,000원", 
206,['신비룡'],,"493,755USD ",,"147,995USD "
207,['온누리알바'],,"835,142USD ",,0NZD 
208,['선빅터'],,"107,515USD ","15,449,000원",0 
209,['루카스'],,"1,103,496USD ",,"65,089CAD "
210,['공산'],,"416,475,000JPY ","69,300,000원", 
211,['야호선더캣'],,"568,086USD ","34,580,000원", 
212,['이스트킹덤'],,"1,607,774USD ","58,653,000원", 
213,['비욘드오버'],,"1,732,000USD ",,0 
214,['아이엠스타'],,"944,900USD ",,0 
215,['금아글로리'],,"114,300USD ","86,645,000원", 
216,['지공불패'],,"51,475USD ",,"4,203CAD "
217,['정상돌풍'],,"274,382USD ",,"1,470USD "
218,['체인지메이커'],,"289,325AUD ",,0AUD 
219,['환상스타'],,"623,000USD ",,"11,050EUR "
220,['마이티엠'],,"1,284,949USD ",,"39,991USD "
221,['팔라스테이'],,"516,977USD ",,"117,221USD "
222,['에코골드'],,"193,766USD ",,"106,401USD "
223,['맞잡은손'],,"3,187,232USD ","77,538,000원", 
224,['이스트쾌남'],,"32,400USD ",,"15,648USD "
225,['엘란'],,"1,503,825USD ",,"3,310USD "
226,['함박미소'],,"47,460AUD ",,"7,160USD "
227,['그랜드돌풍'],,"1,810,805USD ",,"2,340USD "
228,['스토미'],,"114,300USD ",,"14,959USD "
229,['마이티맘보'],,"278,406USD ","202,050,000원", 
230,['카론블레이드'],,"172,705,000JPY ","63,576,000원", 
231,['머니포켓'],,"1,810,805USD ","548,953,000원", 
232,['원더풀럭키'],,"1,570,380USD ","296,100,000원", 
233,['스트롱맨'],,"795,071USD ",,"32,215USD "
234,['출애'],,"51,475USD ","44,551,500원", 
235,['글로벌퀸'],,"396,254USD ","116,165,000원", 
236,['플라잉보스'],,"454,630USD ",,"135,086USD "
237,['나의빛이여'],,"1,284,949USD ",,"14,310USD "
238,['라온시리우스'],,"493,755USD ","113,835,000원", 
239,['빅이어'],,"493,755USD ",, 
240,['스피드이즈칸'],,"315,015USD ",,"48,935USD "
241,['거센마풍'],,"1,810,805USD ",,"2,750USD "
242,['강촌의별'],,"493,755USD ",,"1,511USD "
243,['대승비법'],,"3,545,062USD ","80,767,000원", 
244,['선더마린'],,"114,300USD ",,"53,530USD "
245,['승리기억'],,"1,299,581USD ",,0AUD 
246,['청운시대'],,"396,254USD ",,"29,760USD "
247,['럭셔리해피'],,"493,755USD ","112,068,000원", 
248,['그레이삭스'],,"638,822USD ",,"52,009USD "
249,['무사'],,"3,294,901USD ","87,390,000원", 
250,['흥바람'],,"456,410USD ","126,080,000원", 
251,['섬싱미스터리'],,"274,382USD ",0원, 
252,['위닝윈'],"1,861,967,000원", ,"25,905,600원", 
253,['혜성여왕'],,"315,015USD ",,"80,303USD "
254,['정상오름'],,0 ,"92,286,000원",0 
255,['소중한만남'],,"626,671USD ",,"4,134USD "
256,['코디악러브'],,"1,663,363USD ",,"114,616USD "
257,['구름손짓해'],,"339,984USD ",,"1,489USD "
258,['쾌한예봉산'],,"1,810,805USD ",,"40,150USD "
259,['독도지기'],,"3,084,278USD ",,"20,650USD "
260,['플라잉뮤닝'],,"742,640USD ",,0USD 
261,['골드마운틴'],,"2,323,040USD ",,"243,890USD "
262,['태양의후예'],,"612,935USD ",,"162,013USD "
263,['사려니힐링'],,"339,984USD ",,"7,966USD "
264,['심플라이프'],,"274,382USD ",,"84,414USD "
265,['스모키베일'],,"1,359,274USD ",,"40,486USD "
266,['런닝스톰'],,"1,810,805USD ",,"62,880USD "
267,['이스트걸치'],,"1,146,340USD ",,"71,868USD "
268,['절묘한선택'],,"1,694,180USD ",,"9,750USD "
269,['투고윈'],,"254,672USD ",,"108,670USD "
270,['선더마크'],,"2,765,800USD ",,"4,860USD "
271,['킬리의제왕'],,"941,936USD ",,"48,513USD "
272,['머니블레이드'],,"360,900USD ",,"10,288USD "
273,['플라잉포드'],,"3,090,101USD ",,0 
274,['골드호라'],,"1,611,138USD ",,"42,425USD "
275,['한양의질주'],,"562,228USD ",,"29,089USD "
276,['클린업히어로'],,"413,284USD ",,"9,180USD "
277,['킹플러키'],,"1,610,604USD ",,"125,574USD "
278,['번개라이언'],,"417,800USD ",,"46,240USD "
279,['초원마루'],,"493,755USD ","104,724,000원", 
280,['피케이전사'],,"1,607,774USD ","39,446,000원", 
281,['서울시티'],,"3,084,278USD ",,"66,930AUD "
282,['로열스마티'],,"1,083,533USD ",,"19,205USD "
283,['최강다이아'],,"1,570,380USD ",,"15,840USD "
284,['금빛열정'],,"205,617USD ","108,260,000원", 
285,['황금스타'],,"254,672USD ","112,068,000원", 
286,['골든제이'],,"274,382USD ",,0 
287,['투어다이아'],,"568,086USD ",,"6,570USD "
288,['골드코인'],,"47,460AUD ","12,826,000원", 
289,['소중한보물'],,"1,570,380USD ","124,454,000원", 
290,['적토비마'],,"491,312USD ","44,551,500원", 
291,['달리는웅지'],,"133,833USD ",,"66,678USD "
292,['웃게해줄게'],"1,225,505,000원", ,,0 
293,['큐티바비'],,"3,187,232USD ",,"66,215USD "
294,['황금도야지'],,"51,475USD ","19,254,000원", 
295,['안양재규어'],,"3,084,278USD ","132,220,000원", 
296,['마하천하'],,"278,406USD ","19,495,000원", 
297,['선위너'],,"3,084,278USD ","166,031,000원", 
298,['블루베이'],,"1,319,481USD ",,"201,353USD "
299,['승리전설'],,"3,084,278USD ",,"182,974USD "
300,['두란'],,"416,475,000JPY ",,0 
301,['심장의고동'],"1,861,967,000원", ,"37,184,000원", 
302,['러닝복스'],"1,861,967,000원", ,"85,580,000원", 
303,['드림채트'],,"205,617USD ",, 
304,['정상스타'],,"416,475,000JPY ",,0 
305,['호프킹덤'],,"8,387,500USD ",,"38,876USD "
306,['호크아리랑'],,"1,610,604USD ","72,650,000원", 
307,['투더빅토리'],,"163,133USD ",,"44,320USD "
308,['스페이드매시'],,"51,475USD ","190,946,000원", 
309,['호수아'],,"2,494,490USD ",,500USD 
310,['언성히어로'],,"1,083,533USD ","174,278,000원", 
311,['꼬꼬마레이디'],,"695,299USD ","75,782,000원", 
312,['흥부자'],,"254,672USD ","214,985,000원", 
313,['호스퀸'],,"416,475,000JPY ",,"42,690USD "
314,['대운하'],,"1,810,805USD ",,700USD 
315,['역대최고'],,"416,475,000JPY ","219,712,000원", 
316,['라스트콘서트'],,"493,755USD ",,"27,356USD "
317,['트라이선더'],,"1,936,000USD ",,400CAD 
318,['백두의정상'],,"1,570,380USD ",,0 
319,['초원군주'],,"3,084,278USD ","144,577,000원", 
320,['쏜살같이'],,"835,142USD ",,"39,894CAD "
321,['팍스레인저'],,"274,382USD ",,0 
322,['하늘나래'],,"254,672USD ",,"5,400USD "
323,['팝캣'],,"617,310USD ","278,587,000원", 
324,['교룡운우'],,"568,629,000JPY ",,"35,950USD "
325,['황금사자'],,"439,250USD ",,360USD 
326,['피엔에스제프'],,"162,819GBP ",,110USD 
327,['대성만리'],,"393,200USD ",,"1,017USD "
328,['메이플문'],,"790,300USD ",,0 
329,['차카차카차'],,"3,614,500USD ",,0AUD 
330,['광폭기세'],,"944,900USD ",,"65,230USD "
331,['피엔에스초록'],,"937,240USD ",,0USD 
332,['선스파크'],,"1,182,992USD ",,"19,920USD "
333,['님의향기'],,"339,984USD ","90,960,000원",0 
334,['버킷풀골드'],,"3,084,278USD ",,"4,300,000JPY "
335,['스트라이드업'],,"568,629,000JPY ",,0NZD 
336,['늘푸른캣'],,"47,460AUD ",,0 
337,['파이어'],,"315,015USD ","74,582,000원", 
338,['송암공주'],,"3,187,232USD ",,"78,170USD "
339,['에이스재퍼'],,"3,446,120USD ",,"170,884CAD "
340,['케이존'],"689,387,200원", ,"70,331,000원", 
341,['코팔레로'],,"603,360USD ",,"35,640USD "
342,['갓오브삭스'],"451,805,000원", ,,0 
343,['대카인'],,"3,545,062USD ",, 
344,['금아홀섬'],,"794,855USD ",,"37,800USD "
345,['액티몬'],,"1,878,013USD ",,"50,607USD "
346,['파이트투데이'],,"378,260USD ",,0 
347,['어느멋진날'],,"2,075,791USD ",,"378,176USD "
348,['동방지존'],,"710,480USD ",,"260,854USD "
349,['대군불패'],,"251,090USD ",,734USD 
350,['천지명장'],,"2,612,516USD ",,"121,883USD "
351,['마이티윙'],,"978,960USD ",,"45,502USD "
352,['릴패트론'],,0 ,,"85,784USD "
353,['가온질주'],,"1,304,800USD ",,0 
354,['베스트불릿'],,"85,630,000JPY ","42,990,000원", 
355,['백산포스'],,"416,475,000JPY ",,0 
356,['언디피티드'],,"456,410USD ",,"88,333USD "
357,['더프리마'],,"804,090USD ",,"37,768USD "
358,['금아선더'],,"114,300USD ","74,073,000원", 
359,['서울퀸'],,"832,744USD ",,0 
360,['스카이스톰'],,"617,310USD ","25,157,000원", 
361,['질풍같이'],,"114,300USD ","37,184,000원", 
362,['웨이트앤시'],,"339,984USD ","18,810,000원", 
363,['에펠'],,"396,254USD ","52,174,000원","9,525NZD "
364,['슈퍼삭스'],,"1,104,040USD ",,0 
365,['다크플레이어'],,"239,229USD ",,"151,820USD "
366,['베네딕트'],,"1,039,000USD ",,"242,286USD "
367,['베스트예지'],,"657,765USD ",,"30,710USD "
368,['금석돌파'],,"654,681USD ",,"40,020USD "
369,['판타스틱콤비'],,"2,765,800USD ",,0 
370,['금노아'],,"33,840USD ",,"411,374USD "
371,['푸른매'],,"497,225AUD ",,"133,950AUD "
372,['레전드킹'],,0AUD ,,0AUD 
373,['크레모아파워'],,"1,810,805USD ",,"210,786USD "
374,['클린업시크릿'],,"1,889,766USD ",,170USD 
375,['팔팔빅토리'],,"51,475USD ",,0 
376,['스위트록'],,"1,503,825USD ",,0 
377,['리워드하이'],,"565,716USD ",,0 
378,['정동지존'],,"7,712,841USD ","109,940,000원", 
379,['서울엄지'],,"254,672USD ",,"35,870USD "
380,['챔피언킹'],,"835,142USD ",,"47,380USD "
381,['지상비행'],,"1,484,829USD ",,"7,966USD "
382,['어나더스마트원'],,"7,613,155USD ",,0 
383,['플라잉챔프'],,"1,037,810USD ",,0 
384,['젠테너리'],,"580,534USD ",,0 
385,['가속불패'],,"257,406USD ","111,626,000원", 
386,['브리그'],,"1,732,000USD ",,400USD 
387,['라온매직'],,"339,984USD ",,0 
388,['전승대세'],,"1,380,200USD ",,"153,615USD "
389,['광복칠십'],,"1,761,280USD ",,"58,775USD "
390,['에이스러너'],,"586,515USD ",,"23,894USD "
391,['파워비슬'],,"939,698,000JPY ",, 
392,['플래티넘유로'],,"617,310USD ","139,542,000원", 
393,['정문사이'],,"274,382USD ",,0 
394,['킹스캐리지'],,"1,732,000USD ",,"1,715USD "
395,['금순이스타'],,"1,732,000USD ","292,350,000원", 
396,['적광'],,"51,475USD ","100,111,000원", 
397,['플라잉불릿'],,"51,475USD ","42,990,000원", 
398,['일마레'],,"617,310USD ",,0 
399,['피케이군황'],,"3,545,062USD ",,"108,780USD "
