,자식마명,부마원,부마달러,모마원,모마달러
977,['파노라마퀸'],,"597,800USD ",,"30,009USD "
978,['선녀예찬'],,"163,584AUD ",, 
979,['레전드스타'],,"1,103,496USD ",,0 
980,['골든찬스'],,"1,570,380USD ","101,880,000원", 
981,['드림노크'],,"1,103,496USD ",,0 
982,['하이브'],"2,426,805,000원", ,,"7,160USD "
983,['원더풀리버'],,"905,434USD ","353,733,000원", 
984,['런던타이거'],,"1,810,805USD ","138,640,000원",0 
985,['델피니'],,"1,037,810USD ",,"8,514USD "
986,['굿퍼지'],,"905,434USD ","55,330,000원", 
987,['프로폰도로쏘'],,"612,935USD ",0원, 
988,['최강게임'],,"905,434USD ",,"164,706USD "
989,['거센불패'],,"1,732,780USD ",, 
990,['문학슬루'],,"710,480USD ",,"6,400USD "
991,['매직타이드'],"824,725,000원", ,"242,767,000원", 
992,['질주본'],,"1,083,533USD ",,"94,795USD "
993,['글로벌스톰'],,"396,254USD ",,"2,575USD "
994,['명품히어로'],,"172,705,000JPY ","262,850,000원", 
995,['티즈파이팅'],,"254,672USD ",,"53,832USD "
996,['에이맨'],,"480,001USD ",,0 
997,['겅호우'],,"254,672USD ","90,450,000원", 
998,['이스머스'],,"1,037,810USD ","34,768,000원",0RUB 
999,['해피스마티'],"603,215,000원", ,,"55,542USD "
