,자식마명,부마원,부마달러,모마원,모마달러
92,['멋진금성'],,"1,810,805USD ","266,742,000원", 
93,['메니챔프'],,"1,732,000USD ",,"6,570USD "
94,['퓨처파이어'],,"1,293,437USD ",,"58,431USD "
95,['새내스퍼트'],,"1,732,000USD ",,0 
96,['삼성비바'],,"254,672USD ",,"65,390USD "
97,['이비사걸'],,"1,083,533USD ","122,395,000원", 
98,['원더풀플레저'],,"617,310USD ",0원, 
99,['골드브릿지'],,"51,475USD ","47,338,000원", 
100,['클레오'],,"1,732,000USD ",,0 
101,['플래시제트'],,"405,730USD ",,464USD 
102,['신돌격'],,"456,410USD ",,"61,726USD "
103,['리치여장군'],,"310,430USD ",,"36,058USD "
104,['행운머니'],,"621,498USD ",,0 
105,['초동로즈'],,"1,810,805USD ","74,582,000원", 
106,['메니스탠드'],,"1,732,000USD ",,"94,795USD "
107,['티케이데이'],,"1,236,820USD ","31,995,000원", 
108,['제이엠파이터'],,"1,236,820USD ","224,624,000원", 
109,['슈퍼엑톤'],,"1,503,825USD ","158,570,000원", 
110,['비상등'],,"1,810,805USD ",,"22,060USD "
111,['원더풀캣'],,"4,941,513USD ","61,464,000원", 
112,['코리아기적'],,"1,810,805USD ","88,798,000원", 
113,['원더풀니키야'],,"617,310USD ",,"27,200,000JPY "
114,['졸리로저'],,"493,755USD ",,"9,600AUD "
115,['탱고타임'],,"1,810,805USD ",,"2,800USD "
116,['엘리트레이디'],,"4,941,513USD ","213,750,000원", 
117,['피케이돌풍'],"76,502,000원", ,"133,921,000원", 
118,['새내초이스'],,"274,382USD ",,"74,664USD "
119,['강한여전사'],,"1,083,533USD ","154,395,000원", 
120,['이터널메모리'],,"210,553USD ",,0USD 
121,['갤럽컬린'],,"10,501,800USD ",,0 
122,['샤크짱'],,"1,154,000USD ",,0 
123,['포르티오르'],,"1,146,340USD ",,"155,977USD "
124,['로열축제'],,"51,475USD ",,0 
125,['섬싱웰메이드'],,"1,083,533USD ",,0 
126,['골드캡틴'],,"456,410USD ","77,602,000원", 
127,['레인케이'],"76,502,000원", ,"24,600,000원", 
128,['러피언파크'],,"1,503,825USD ",0원, 
129,['일보등천'],,"633,076USD ",,"4,542USD "
130,['자이언트걸'],,"1,083,533USD ",,330USD 
131,['머니라인'],,"1,570,380USD ","72,204,000원", 
132,['차세대강자'],,"1,083,533USD ",,"216,315USD "
133,['무비쿠스'],,"33,840USD ",,"4,680USD "
134,['문학보스'],,"748,000USD ",,"29,982USD "
135,['홍시'],,"1,606,000USD ",, 
136,['마이티수'],,"1,889,766USD ",,"37,700USD "
137,['가야영봉'],,"2,274,073USD ",,"5,850AUD "
138,['엘리트레오'],,"1,878,013USD ",, 
139,['패트리어츠테일'],,"1,182,992USD ",,"16,489USD "
140,['디케이마루'],,"3,090,101USD ",,125USD 
141,['파레시아'],,"416,475,000JPY ","44,762,000원", 
142,['막지마'],,"268,125USD ",,"28,989USD "
143,['금아래피드'],,"203,050AUD ",,"107,720AUD "
144,['우리의행복'],,"568,086USD ","37,184,000원", 
145,['제이콥'],,"416,475,000JPY ",,"500,000JPY "
146,['메인레이서'],,"1,570,380USD ",,"126,242USD "
147,['와일드킹덤'],,"297,000USD ",,"41,514USD "
148,['라피도볼트'],,"804,090USD ","40,825,000원", 
149,['대형호재'],,"3,084,278USD ",,"1,870USD "
150,['한라블로섬'],,"804,090USD ","236,827,000원", 
151,['만세'],,"2,765,800USD ",,"45,700USD "
152,['밀키셰리'],,"3,545,062USD ",,"3,850,000JPY "
153,['싱싱유로'],,"617,310USD ",,"13,640AUD "
154,['엑시트포인트'],,"2,494,490USD ",,100USD 
155,['다이나믹커밍'],,"794,855USD ",,"2,591USD "
156,['크레이지팩터'],,"922,180USD ",,"109,500AUD "
157,['새로운군주'],,"568,629,000JPY ","77,630,000원", 
158,['위너블루'],,"583,280USD ","128,040,000원", 
159,['금아플로러스'],,"1,732,000USD ",,"31,605USD "
160,['라온블러드'],,"1,236,820USD ",,"7,000,000JPY "
161,['한일모아'],,"1,083,533USD ",,0 
162,['매드디바'],,"568,086USD ","121,284,000원", 
163,['퍼펙트파워'],,"51,475USD ",,"198,635USD "
164,['이천특급'],,"583,280USD ","104,626,000원", 
165,['사과랑'],,"456,410USD ","107,578,000원", 
166,['굴참나무숲'],,"107,515USD ","140,481,000원", 
167,['천사박'],,"1,039,000USD ",,"18,519USD "
168,['늑대전사'],,"51,475USD ","114,539,000원", 
169,['좋은가문'],,"172,705,000JPY ","157,452,000원", 
170,['정문레이저'],,"205,617USD ",,"101,898USD "
171,['마하승천'],,"1,083,533USD ","55,014,000원", 
172,['라온터프맨'],,"1,236,820USD ",,"22,590,000JPY "
173,['콰이어트아델'],,"1,732,000USD ",,170USD 
174,['원더풀오렌지'],,"493,755USD ","353,733,000원", 
175,['당찬바람'],,"3,084,278USD ","117,440,000원", 
176,['베스트럭키'],,"51,475USD ",,0 
177,['마하네단'],,"804,090USD ","81,190,000원", 
178,['뉴드림'],,"190,838USD ",0원, 
179,['스마트돌풍'],,"51,475USD ","60,246,000원", 
180,['흥행질주'],,"51,475USD ",,"1,580USD "
181,['부스터로켓'],,"1,236,820USD ",,0 
182,['동쪽글로리'],,"1,083,533USD ",,"179,268USD "
183,['해피먼스'],,"695,299USD ","122,937,000원", 
184,['센킹'],,"1,570,380USD ",,"67,540USD "
185,['백제의꿈'],,"804,090USD ","217,955,000원", 
186,['라온라이트맨'],,"1,236,820USD ",,"1,500USD "
187,['더비스트'],,"804,090USD ","231,487,000원", 
188,['삼정타퍼즈'],,"1,810,805USD ",,150USD 
189,['럭키명호'],,"804,090USD ",,0USD 
190,['초동샤이니'],,"2,362,398USD ",,0 
191,['스카이타임'],,"695,299USD ","10,500,000원", 
192,['슬립웰'],,"32,400USD ",,0USD 
193,['디케이퍼미르'],,"2,612,516USD ",,0 
194,['축복의약속'],,"1,455,560USD ",,"11,610USD "
195,['이스트반'],,"1,031,596USD ",,0 
196,['블랙펀치'],,"2,691,135USD ",,"167,680USD "
197,['은어축제'],,"2,283,402USD ",, 
198,['선더비스트'],,"676,300USD ",,683USD 
199,['에이스찬'],,"664,982USD ",,280USD 
200,['문학리워드'],,"1,064,727USD ",,"16,715USD "
201,['달려라광산'],,"274,382USD ",,0 
202,['테라스피드'],,"612,935USD ","110,964,000원", 
203,['사이킥보스'],,"172,705,000JPY ",,0 
204,['라이언여제'],"76,502,000원", ,,"20,390USD "
205,['라온퍼스트'],,"1,236,820USD ",,"149,633USD "
206,['원더풀어게인'],,"254,672USD ",,"7,870USD "
207,['티즈킹'],,"254,672USD ",,0 
208,['사나래'],,"1,083,533USD ",,"88,898USD "
209,['사일런트'],"451,805,000원", ,,"8,100USD "
210,['디터미네이션'],,"51,475USD ",,"39,920USD "
211,['블루케이'],,"416,475,000JPY ","201,285,000원", 
212,['슈룹'],,"751,629USD ",,"42,552USD "
213,['황금럭키'],,"1,031,596USD ",,"27,791USD "
214,['파노라마선'],,"148,815USD ",, 
215,['브라보삭스'],,"1,380,200USD ",,"37,412USD "
216,['트윈제트'],,"444,717USD ",,"28,498USD "
217,['검홍'],,"205,617USD ","151,850,000원", 
218,['버나디쇼'],,"710,480USD ",,0 
219,['초강국'],"2,426,805,000원", ,"183,655,000원", 
220,['당대로얄'],,"578,302,000JPY ","20,583,000원", 
221,['케이톱킹'],,"1,503,825USD ","462,480,000원", 
222,['큐피드비상'],,"114,300USD ","119,331,000원", 
223,['라이징빅토리'],,"172,705,000JPY ","62,050,000원", 
224,['다행이다'],,"51,475USD ",,0 
225,['누비자'],,"583,280USD ","270,345,000원", 
226,['놀부천하'],,"51,475USD ","9,426,000원", 
227,['엑설런트하이'],,"1,570,380USD ",0원, 
228,['블루킹'],,"1,083,533USD ",, 
229,['황금해'],,"493,755USD ",,"10,608USD "
230,['아라리요'],,"612,935USD ",, 
231,['검포'],,"1,810,805USD ",,"152,427USD "
232,['펀치파워'],,"254,672USD ",,350USD 
233,['다이나믹펀치'],,"3,044,000USD ",,0 
234,['클린하트'],,"2,088,853USD ",,"42,552USD "
235,['포에버럭키'],,"371,623,500JPY ",,"44,207USD "
236,['신록'],,"1,570,380USD ","278,352,000원", 
237,['태양의눈'],,"1,236,820USD ","90,152,000원", 
238,['킹오브선데이'],,"172,705,000JPY ","132,600,000원", 
239,['홈커밍'],,"1,290,734USD ",,"49,803USD "
240,['수리수리마'],,"638,822USD ",,"48,513USD "
241,['어마무시'],,"770,496USD ",, 
242,['매직포스원'],,"142,605USD ",,"5,560USD "
243,['피버디니'],,"710,480USD ",,"219,266USD "
244,['엘리트라인'],,"662,000USD ",,"63,922USD "
245,['아르폰스'],,"742,640USD ",,"51,158USD "
246,['히트더페이스'],,"804,090USD ",,0 
247,['천둥여울'],,"416,475,000JPY ","373,907,000원", 
248,['독보천하'],,"339,984USD ",,"22,780USD "
249,['럭키스마일'],,"1,732,000USD ","122,692,000원", 
250,['파워타워'],,"1,810,805USD ","136,795,000원", 
251,['샤이니파이어'],,"1,380,200USD ",,"26,846USD "
252,['강화처녀'],"656,707,000원", ,"62,770,000원", 
253,['산뜻한스침'],,"172,705,000JPY ",,"17,358USD "
254,['허니버터바비'],,"51,475USD ",,"11,950USD "
255,['그린서미트'],,"1,380,200USD ",,0 
256,['달과구름'],,"695,299USD ","40,941,000원", 
257,['백산메니퀸'],,"1,732,000USD ","252,510,000원", 
258,['친친짠'],,"185,417USD ",, 
259,['돌아온아침해'],,"978,960USD ",,"137,917USD "
260,['페네트로'],,"85,630,000JPY ",, 
261,['마초브레시'],,"5,625,410USD ",,"144,858USD "
262,['해샘찬'],,"254,672USD ","266,742,000원", 
263,['거센질주'],,"1,103,496USD ",,0 
264,['컴플리트캡틴'],,"339,984USD ","46,605,000원", 
265,['천지꽃바람'],,"493,755USD ",,"2,340USD "
266,['스프링데이'],,"172,705,000JPY ",,"11,250,000JPY "
267,['백두산천지'],,"1,810,805USD ",,"39,760USD "
268,['컴플리트매직'],,"254,672USD ","51,995,000원", 
269,['다나은석세스'],,"205,617USD ","167,687,000원",0 
270,['라온슈퍼맨'],,"1,236,820USD ",,"38,876USD "
271,['레스카'],,"3,614,500USD ",,"268,480USD "
272,['글로벌에이스'],,"1,104,040USD ",,0 
273,['브레이브퀸'],,"49,200USD ",,400USD 
274,['문학킹'],,"6,427,830USD ",,0 
275,['선포레'],,"1,994,460USD ",,"34,734USD "
276,['큐피드스카이'],,"633,076USD ",,350USD 
277,['아미고라로'],,"1,077,140USD ",,0 
278,['찰리스타일'],,"251,090USD ",,0 
279,['문학잭팟'],,"1,293,437USD ",,"134,034USD "
280,['싱싱메리'],,"385,807USD ",,"96,279USD "
281,['마이티와'],,"315,015USD ","278,587,000원", 
282,['라온탑맨'],,"1,236,820USD ","182,764,000원", 
283,['베스트탑'],,"205,617USD ","42,990,000원", 
284,['환상터치'],,"612,935USD ",,0 
285,['록라인'],,"1,570,380USD ","134,698,000원", 
286,['원더풀제이드'],,"617,310USD ",,"5,700,000JPY "
287,['송암티즈'],,"254,672USD ",,"53,990USD "
288,['파이팅히어로'],,"742,640USD ",,"18,828USD "
289,['블루치퍼'],,"6,427,830USD ",,"231,980USD "
290,['파이널에너지'],,"416,475,000JPY ","181,420,000원", 
291,['하트우드'],,"557,300USD ",,"275,066USD "
292,['홀리리걸'],,"764,836USD ",, 
293,['투데이'],,"3,728,170USD ",,"133,079USD "
294,['어글리워리어'],,"952,600AUD ",, 
295,['패스트패스'],,"654,681USD ",,"17,180USD "
296,['바코엘코피'],,"249,000EUR ",, 
297,['패스더비노'],,"674,405USD ",, 
298,['앰배서도리얼'],,"413,284USD ",,"4,707GBP "
299,['글로려스아티스트'],,"523,650USD ",, 
300,['돌콩'],,"2,765,800USD ",,"83,550USD "
301,['하비월뱅거'],,"978,960USD ",,482USD 
302,['킹오브글로리'],,"3,446,120USD ",,0 
303,['론세일러'],,"239,229USD ",,"2,100USD "
304,['킹오브에이스'],,"33,840USD ",,"177,730USD "
305,['대지여걸'],,"7,712,841USD ",0원, 
306,['베스트왕자'],,"205,617USD ","183,590,000원", 
307,['사이보그'],,"1,810,805USD ","4,347,000원", 
308,['스루더스카이'],,"695,299USD ","251,002,000원", 
309,['탱크삭스'],,"254,672USD ",,0 
310,['월드비욘드'],"2,426,805,000원", ,"107,054,000원", 
311,['해찬'],,"172,705,000JPY ","112,984,000원", 
312,['헤리티지'],,"493,755USD ","107,912,000원", 
313,['로열축복'],,"493,755USD ",,"77,031USD "
314,['헬로금성'],,"1,732,000USD ",,400USD 
315,['신대로'],"2,426,805,000원", ,"48,547,000원", 
316,['천총'],,"480,001USD ",,"5,400USD "
317,['시선집중'],,"3,187,232USD ","198,273,000원", 
318,['샌드파워'],,"1,570,380USD ",,"72,057USD "
319,['큐피드코리아'],,"1,083,533USD ","74,440,000원", 
320,['베스트군단'],,"583,280USD ","30,795,000원", 
321,['디에코'],,"3,084,278USD ","72,166,000원", 
322,['굿원더'],,"1,610,604USD ","84,420,000원", 
323,['블루스타'],,"254,672USD ",,"89,913USD "
324,['스피돔'],,"978,960USD ",,0 
325,['정상백호'],,"748,000USD ",,"24,448USD "
326,['글로벌파티'],,"297,000USD ",,"44,040USD "
327,['제이에스군주'],,"866,428USD ",,"16,532USD "
328,['에스삭스'],,"2,075,791USD ",,"85,443USD "
329,['청담포리스트'],,"359,583USD ",,"66,020USD "
330,['소울메리트'],,"8,650,300USD ",,"19,705USD "
331,['골든서비스'],,"1,146,340USD ",,"7,080USD "
332,['옥룡'],,"1,065,147USD ",,"36,370USD "
333,['레이트머니'],,"2,690,600USD ",,"60,065USD "
334,['파인터치'],,"748,000USD ",,612USD 
335,['정문에이스'],,"1,243,500USD ",,"234,460CAD "
336,['파노라마뷰'],,"598,786USD ",, 
337,['별나라신사'],,"748,000USD ",,0 
338,['러블리헬멧'],,"1,636,426USD ",, 
339,['대마지풍'],,"371,623,500JPY ",,"31,270USD "
340,['초동보스'],,"172,705,000JPY ",,"2,500USD "
341,['열린문'],,"1,083,533USD ",,"32,585USD "
342,['뉴비기닝'],,"3,084,278USD ","91,962,000원", 
343,['제주의여왕'],,"493,755USD ",,"48,935USD "
344,['레전드스톰'],,"804,090USD ",, 
345,['연희일출'],,"254,672USD ","165,950,000원", 
346,['심플스타일'],,"51,475USD ","115,705,000원", 
347,['연승장관'],"1,636,444,000원", ,"36,983,000원", 
348,['프린스오브선'],,"804,090USD ",,0 
349,['타우러스'],,"51,475USD ",,"2,720USD "
350,['마보스'],,"1,101,924USD ",,"20,640USD "
351,['케이프어게인'],,"695,299USD ",,"45,930USD "
352,['방주'],,"597,080USD ",,"130,602USD "
353,['굿마운트'],,"210,553USD ","46,820,000원", 
354,['피엔에스로얄'],"233,137,000원", ,"20,583,000원", 
355,['글로벌보스'],,"687,967USD ",, 
356,['더트서퍼'],,"3,307,278USD ",,"221,283USD "
357,['빅토리맵'],,"1,358,940USD ",, 
358,['러블리템포'],,"3,990,138USD ",,0AUD 
359,['우귀륭'],,"516,977USD ",,0 
360,['빅토리고고'],,"2,283,402USD ",,0 
361,['골드해머'],,"1,019,550AUD ",,"1,525AUD "
362,['캡틴삭스'],,"944,900USD ",,"29,294USD "
363,['눈부신한센'],,"1,810,805USD ",,0 
364,['최강마'],,"51,475USD ","107,936,000원", 
365,['과천에이스'],"414,605,000원",0 ,,"59,345USD "
366,['원더풀라이트'],,"254,672USD ",,400CAD 
367,['천마여제'],,"1,083,533USD ",,0GBP 
368,['오주애마'],,"493,755USD ",,"47,380USD "
369,['송암캣'],,"339,984USD ",,"79,305USD "
370,['이스트제트'],,"210,553USD ",,0 
371,['대승퀸'],,"1,810,805USD ","87,798,000원", 
372,['마인헌터'],,"811,400USD ",,"95,970USD "
373,['고속페달'],,"804,090USD ",,"62,770USD "
374,['체로키마린'],,"114,300USD ",,"49,803USD "
375,['교룡득수'],,"1,810,805USD ","539,152,000원", 
376,['스카이선더'],,"339,984USD ","42,637,000원", 
377,['어메이징퀸'],,"254,672USD ",,"4,005USD "
378,['홍산'],"728,298,000원", ,"137,420,000원", 
379,['공작왕'],,"51,475USD ",,"389,618USD "
380,['그랜드마스터'],,"612,935USD ",,0 
381,['아스트로'],,"210,553USD ","250,660,000원", 
382,['선우엔테우스'],,"612,935USD ",,"120,470USD "
383,['스터닝한센'],,"1,810,805USD ","139,542,000원", 
384,['샤이니퀸'],,"612,935USD ",,"2,117GBP "
385,['원더풀맘보'],,"4,941,513USD ",,"3,065,000JPY "
386,['빅토리질주'],"736,845,000원", ,0원, 
387,['페더럴검'],,"172,705,000JPY ","143,647,000원", 
388,['강철다리'],,"612,935USD ",,0 
389,['춘산'],,"562,000USD ",,"215,440USD "
390,['블루마카롱'],,"1,177,394USD ",,"47,924USD "
391,['선우럭키'],,"2,612,516USD ",,"81,500EUR "
392,['문학탭'],,"972,632USD ",,"61,848USD "
393,['엉클벨'],,"1,031,596USD ",,0 
394,['에치드프라임'],,"587,586USD ",,"12,490USD "
395,['코인피버'],,"1,442,140USD ",,"15,391USD "
396,['울트라챔피언'],,"794,855USD ",,"4,412USD "
397,['강남맨'],,"748,000USD ",,0 
398,['페이버릿스토리'],,"815,943USD ",,"14,575USD "
399,['원더풀잭팟'],,"3,545,062USD ",,"250,000JPY "
400,['골든블랙'],,"1,139,150USD ",,0 
401,['록뉴스'],,"1,570,380USD ","96,601,000원", 
402,['피엔에스볼트'],"470,582,000원", ,"130,190,000원", 
403,['뉴문워리어'],,"3,084,278USD ",,"15,583USD "
404,['그레이트웨이'],,"996,330USD ",,0 
405,['럭키플랜'],,"190,838USD ",,"15,860USD "
406,['통일질주'],,"612,935USD ","131,667,000원", 
407,['천지화랑'],,"210,553USD ",,"25,310USD "
408,['럭셔리캡틴'],,"1,607,774USD ","39,446,000원", 
409,['더드림'],,"1,732,000USD ",,0 
410,['더블퀸'],,"3,545,062USD ","119,344,000원", 
411,['큐피드미션'],,"1,284,949USD ",,"92,583USD "
412,['글로벌조이'],,"1,177,394USD ",,"1,725USD "
413,['마이로미오'],,"390,345USD ",,"28,350USD "
414,['문학챔피언'],,"794,855USD ",,0 
415,['무소의뿔'],,"1,878,013USD ",, 
416,['유포리앙'],,"1,857,000USD ",,"1,680USD "
417,['글로벌선더'],,"804,090USD ","60,800,000원", 
418,['초동로켓'],,"1,732,000USD ","205,168,000원", 
419,['와일드우즈'],,"339,984USD ",,250USD 
420,['멋진승부'],,"1,236,820USD ","140,481,000원", 
421,['드림퓨처'],,"612,935USD ",,"88,333USD "
422,['선파이팅'],,"1,570,380USD ",,0 
423,['천사의별'],,"1,570,380USD ","157,452,000원", 
424,['다이아별빛'],,"339,984USD ","41,756,000원", 
425,['영주스톤'],,"396,254USD ",,400AUD 
426,['패밀리호프'],,"568,629,000JPY ","135,025,000원", 
427,['킹오브킹즈'],,"1,732,000USD ",,"189,416USD "
428,['돌아온뽀빠이'],,"1,031,596USD ",,"130,357USD "
429,['에코빌'],,"424,600USD ",,"66,445USD "
430,['파워요트'],,"326,400USD ",, 
431,['빅트리플'],,"1,304,800USD ",, 
432,['빅토리메신저'],,0AUD ,, 
433,['땡큐보스'],,"831,800USD ",,0 
434,['그린와트'],,"1,243,500USD ",,0 
435,['올드아이리시브렛'],,"583,280USD ",,"165,234USD "
436,['빅리버'],,"339,984USD ",,"58,090USD "
437,['스트롱레드'],,"254,672USD ",,0 
438,['케이엔원더풀'],,"254,672USD ",,"81,671USD "
439,['청산가세'],"1,087,822,000원", ,"197,757,000원", 
440,['해피뮤직'],,"1,607,774USD ","62,256,000원","34,700USD "
441,['클린업해피'],,"1,101,924USD ",,"8,514USD "
442,['제이에스캡틴'],,"3,084,278USD ","34,500,000원", 
443,['레이크스타'],"1,861,967,000원", ,,"36,000CAD "
444,['로드핑크'],,"1,570,380USD ","125,768,000원", 
445,['세찬나리'],,"493,755USD ",,"54,248USD "
446,['마이티고'],,"748,000USD ",,"5,930USD "
447,['멋진왕자'],,"326,400USD ",, 
448,['이럽션'],,"297,000USD ",, 
449,['오렌지스텝'],,"922,180USD ",,"10,850USD "
450,['프리맥스'],,"748,000USD ",,"124,571USD "
451,['디케이별찌'],,"853,828USD ",,0USD 
452,['파이팅나우'],,"51,475USD ",,"34,878USD "
453,['신용퀸데이'],,"583,280USD ","141,392,000원", 
454,['브라보과천'],,"3,084,278USD ",,0 
455,['정문볼트'],,"1,810,805USD ",,"22,272USD "
456,['파라곤파워'],,"2,054,434USD ",,"30,005USD "
457,['삼포여걸'],,"1,810,805USD ",,"15,760USD "
458,['금아키튼'],,"804,090USD ",,800USD 
459,['머니실크'],,"1,083,533USD ","73,023,000원", 
460,['이스트챔프'],,"1,503,825USD ","263,244,000원", 
461,['야호골든캣'],,"3,084,278USD ","41,740,000원", 
462,['금희인디'],,"205,617USD ","101,000,000원", 
463,['원더풀글리터'],,"4,941,513USD ",,"37,060USD "
464,['샤인파이터'],,"1,570,380USD ","396,701,000원", 
465,['미라클이천'],,"254,672USD ","87,390,000원", 
466,['늘차오름'],,"3,084,278USD ",,"61,125USD "
467,['블루참'],,"51,475USD ","648,176,000원", 
468,['경부도령'],"2,426,805,000원", ,"177,860,000원", 
469,['피엔에스노랑'],"233,137,000원", ,"16,800,000원", 
470,['킹스데이'],,"1,236,820USD ","112,430,000원", 
471,['콘스티솔로'],,"1,031,596USD ",,"244,195USD "
472,['글로벌럭키'],,"1,936,000USD ",,"24,749USD "
473,['행복왕자'],,"424,600USD ",,"26,734USD "
474,['블루키톤'],,"2,691,135USD ",,"7,962USD "
475,['절예'],,"3,670,790USD ",, 
476,['장산탱크'],,"3,924,648USD ",,"33,410USD "
477,['인동샘'],,"3,647,000USD ",,"209,081USD "
478,['치투치투'],,"597,800USD ",, 
479,['디케이미르'],,"2,691,135USD ",,0 
480,['로드란'],,"1,503,825USD ","201,253,000원", 
481,['한센초이스'],,"1,810,805USD ",,"116,148USD "
482,['송암플레이어'],,"210,553USD ",,"87,758USD "
483,['천향국색'],,"804,090USD ","104,724,000원", 
484,['보헤미안뮤직'],,"1,607,774USD ",0원, 
485,['쏘아라여장군'],,"1,810,805USD ","214,985,000원", 
486,['블랙실버'],,"58,610USD ",,"80,592USD "
487,['돌아온셀라'],,"568,086USD ","137,172,000원", 
488,['다크피스'],,"3,084,278USD ",,0USD 
489,['소서노레전드'],,"583,280USD ","224,317,000원", 
490,['일기비호'],,"210,553USD ",,"4,203CAD "
491,['천지여걸'],,"274,382USD ","196,259,000원", 
492,['울트라애니'],,"51,475USD ","114,172,000원", 
