,자식마명,부마원,부마달러,모마원,모마달러
490,['케이엔로드'],,"583,280USD ",,"39,200USD "
491,['럭키법전'],,"1,810,805USD ",,"138,998USD "
492,['금아콜로설'],,"254,672USD ","108,515,000원", 
493,['강호제일'],,"493,755USD ",,0 
494,['봄날의기억'],,"51,475USD ",,"39,370USD "
495,['백학'],,"210,553USD ","269,786,000원", 
496,['장수나봄'],,"583,280USD ","76,860,000원", 
497,['스페셜어게인'],,"695,299USD ","75,782,000원", 
498,['당대짱'],,"695,299USD ","138,984,000원", 
499,['페더럴킹'],,"172,705,000JPY ",,0JPY 
